Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-08-07,1,2026080705009042,AHL,8,89,227,414.0,93978.0,1
2026-08-07,2,2026080705009041,AHL,45,89,100,414.1,41410.0,1
2026-08-07,3,2026080705009389,BEDC,34,28,10,323.0,3230.0,1
2026-08-07,4,2026080705008951,BEDC,47,56,69,322.2,22231.8,1
2026-08-07,5,2026080705008950,BEDC,48,56,90,322.3,29007.0,1
2026-08-07,6,2026080705008898,BEDC,48,42,10,322.3,3223.0,1
2026-08-07,7,2026080705009124,BEDC,1,28,170,323.0,54910.0,1
2026-08-07,8,2026080705009123,BEDC,1,80,130,323.0,41990.0,1
2026-08-07,9,2026080705009122,BEDC,1,32,200,322.5,64500.0,1
2026-08-07,10,2026080705009029,BEDC,47,34,100,322.2,32220.0,1
2026-08-07,11,2026080705008976,BEDC,47,41,110,322.2,35442.0,1
2026-08-07,12,2026080705009377,BGWT,47,48,10,556.0,5560.0,1
2026-08-07,13,2026080705008999,BGWT,25,74,59,547.0,32273.0,1
2026-08-07,14,2026080705009121,BHDC,56,89,10,426.0,4260.0,1
2026-08-07,15,2026080705009120,BHDC,56,14,59,426.0,25134.0,1
2026-08-07,16,2026080705009011,BHDC,42,14,41,426.0,17466.0,1
2026-08-07,17,2026080705008994,BHDC,42,19,100,426.0,42600.0,1
2026-08-07,18,2026080705009141,BHL,22,57,16,208.9,3342.4,1
2026-08-07,19,2026080705009129,BHL,42,58,175,208.1,36417.5,1
2026-08-07,20,2026080705009106,BHL,42,39,76,208.1,15815.6,1
2026-08-07,21,2026080705009105,BHL,58,39,200,208.5,41700.0,1
2026-08-07,22,2026080705009013,BHL,42,50,60,208.1,12486.0,1
2026-08-07,23,2026080705009012,BHL,48,50,440,208.1,91564.0,1
2026-08-07,24,2026080705008998,BHL,14,57,100,208.9,20890.0,1
2026-08-07,25,2026080705008980,BHL,48,84,60,208.1,12486.0,1
2026-08-07,26,2026080705008925,BHL,48,36,500,209.0,104500.0,1
2026-08-07,27,2026080705008915,BHL,42,36,100,209.0,20900.0,1
2026-08-07,28,2026080705009366,BNHC,74,34,50,286.2,14310.0,1
2026-08-07,29,2026080705009200,BNHC,56,34,693,286.2,198336.6,1
2026-08-07,30,2026080705009199,BNHC,36,34,200,286.3,57260.0,1
2026-08-07,31,2026080705009198,BNHC,7,34,20,286.3,5726.0,1
2026-08-07,32,2026080705009197,BNHC,58,34,50,286.3,14315.0,1
2026-08-07,33,2026080705009113,BNHC,28,45,200,287.0,57400.0,1
2026-08-07,34,2026080705009007,BNHC,49,32,10,286.3,2863.0,1
2026-08-07,35,2026080705009006,BNHC,71,32,110,286.3,31493.0,1
2026-08-07,36,2026080705008923,BNHC,71,59,160,286.3,45808.0,1
2026-08-07,37,2026080705008922,BNHC,39,59,50,286.6,14330.0,1
2026-08-07,38,2026080705008921,BNHC,74,59,40,286.6,11464.0,1
2026-08-07,39,2026080705009112,BNHC,28,92,500,287.0,143500.0,1
2026-08-07,40,2026080705009088,BNHC,56,32,106,286.2,30337.2,1
2026-08-07,41,2026080705009083,BNHC,56,65,201,286.2,57526.2,1
2026-08-07,42,2026080705009082,BNHC,6,65,299,286.2,85573.8,1
2026-08-07,43,2026080705009009,BNHC,58,32,100,286.3,28630.0,1
2026-08-07,44,2026080705009008,BNHC,58,32,20,286.3,5726.0,1
2026-08-07,45,2026080705009109,CHDC,19,38,10,2200.0,22000.0,1
2026-08-07,46,2026080705009108,CHDC,19,50,15,2199.9,32998.5,1
2026-08-07,47,2026080705009107,CHDC,19,36,10,2192.1,21921.0,1
2026-08-07,48,2026080705009315,CIT,18,36,10,1709.9,17099.0,1
2026-08-07,49,2026080705009293,CIT,80,38,20,1707.0,34140.0,1
2026-08-07,50,2026080705009047,CIT,53,37,10,1706.0,17060.0,1
2026-08-07,51,2026080705009046,CIT,46,37,19,1706.0,32414.0,1
2026-08-07,52,2026080705009045,CIT,46,37,10,1706.0,17060.0,1
2026-08-07,53,2026080705009044,CIT,35,37,10,1706.1,17061.0,1
2026-08-07,54,2026080705009355,CKHL,92,33,10,584.0,5840.0,1
2026-08-07,55,2026080705009354,CKHL,92,34,10,580.0,5800.0,1
2026-08-07,56,2026080705009353,CKHL,92,90,200,578.0,115600.0,1
2026-08-07,57,2026080705008926,CKHL,17,58,10,576.3,5763.0,1
2026-08-07,58,2026080705009195,CLI,8,17,10,443.9,4439.0,1
2026-08-07,59,2026080705009296,DOLTI,86,65,181,320.0,57920.0,1
2026-08-07,60,2026080705009295,DOLTI,86,26,140,320.0,44800.0,1
2026-08-07,61,2026080705009043,DOLTI,22,26,10,320.0,3200.0,1
2026-08-07,62,2026080705009057,DORDI,52,39,130,247.0,32110.0,1
2026-08-07,63,2026080705009056,DORDI,58,39,20,247.0,4940.0,1
2026-08-07,64,2026080705009055,DORDI,54,34,90,247.1,22239.0,1
2026-08-07,65,2026080705009094,EHPL,41,91,10,344.0,3440.0,1
2026-08-07,66,2026080705009093,EHPL,41,74,10,342.5,3425.0,1
2026-08-07,67,2026080705009092,EHPL,41,77,70,340.0,23800.0,1
2026-08-07,68,2026080705008954,EHPL,57,77,130,340.0,44200.0,1
2026-08-07,69,2026080705008953,EHPL,57,74,70,340.0,23800.0,1
2026-08-07,70,2026080705009225,GCIL,54,58,12,345.0,4140.0,1
2026-08-07,71,2026080705008988,GCIL,1,74,377,345.1,130102.7,1
2026-08-07,72,2026080705008987,GCIL,44,74,20,345.2,6904.0,1
2026-08-07,73,2026080705008967,GCIL,34,42,100,346.0,34600.0,1
2026-08-07,74,2026080705008911,GCIL,40,40,12,345.2,4142.4,1
2026-08-07,75,2026080705008993,GCIL,54,74,321,345.0,110745.0,1
2026-08-07,76,2026080705008992,GCIL,38,74,30,345.0,10350.0,1
2026-08-07,77,2026080705008991,GCIL,58,74,100,345.0,34500.0,1
2026-08-07,78,2026080705008990,GCIL,48,74,100,345.0,34500.0,1
2026-08-07,79,2026080705008989,GCIL,40,74,52,345.1,17945.2,1
2026-08-07,80,2026080705009004,GCIL,49,42,10,346.0,3460.0,1
2026-08-07,81,2026080705009174,GCIL,49,17,130,347.0,45110.0,1
2026-08-07,82,2026080705009062,GVL,57,49,23,482.0,11086.0,1
2026-08-07,83,2026080705009061,GVL,57,41,242,481.9,116619.8,1
2026-08-07,84,2026080705008949,GVL,38,41,10,481.9,4819.0,1
2026-08-07,85,2026080705009346,HATHY,21,29,23,693.0,15939.0,1
2026-08-07,86,2026080705009219,HATHY,21,29,50,693.0,34650.0,1
2026-08-07,87,2026080705009218,HATHY,21,8,27,693.0,18711.0,1
2026-08-07,88,2026080705009173,HATHY,21,42,27,692.0,18684.0,1
2026-08-07,89,2026080705008965,HATHY,21,34,27,691.0,18657.0,1
2026-08-07,90,2026080705009337,HDL,29,6,10,1167.0,11670.0,1
2026-08-07,91,2026080705009336,HDL,53,6,10,1167.0,11670.0,1
2026-08-07,92,2026080705009003,HDL,42,13,38,1167.9,44380.2,1
2026-08-07,93,2026080705009089,HDL,53,42,10,1167.0,11670.0,1
2026-08-07,94,2026080705009090,HDL,53,13,100,1167.0,116700.0,1
2026-08-07,95,2026080705009201,HHL,52,51,10,337.0,3370.0,1
2026-08-07,96,2026080705009163,HHL,48,32,250,335.2,83800.0,1
2026-08-07,97,2026080705009375,HIDCL,58,26,10,254.0,2540.0,1
2026-08-07,98,2026080705009345,HIDCL,57,26,10,254.0,2540.0,1
2026-08-07,99,2026080705008956,HIDCL,6,57,134,253.2,33928.8,1
2026-08-07,100,2026080705008955,HIDCL,50,57,19,253.5,4816.5,1
2026-08-07,101,2026080705009191,HRL,38,50,97,583.0,56551.0,1
2026-08-07,102,2026080705009172,HRL,90,39,50,582.3,29115.0,1
2026-08-07,103,2026080705009171,HRL,34,39,65,582.4,37856.0,1
2026-08-07,104,2026080705009119,HRL,34,33,125,582.4,72800.0,1
2026-08-07,105,2026080705008930,HRL,42,25,143,583.0,83369.0,1
2026-08-07,106,2026080705009118,HRL,52,33,100,582.5,58250.0,1
2026-08-07,107,2026080705009117,HRL,49,33,10,582.5,5825.0,1
2026-08-07,108,2026080705009116,HRL,57,33,18,582.5,10485.0,1
2026-08-07,109,2026080705009115,HRL,42,33,50,583.0,29150.0,1
2026-08-07,110,2026080705009114,HRL,42,33,217,583.0,126511.0,1
2026-08-07,111,2026080705009028,HRL,46,35,19,584.0,11096.0,1
2026-08-07,112,2026080705008958,IHL,52,3,100,346.0,34600.0,1
2026-08-07,113,2026080705009125,ILI,36,58,12,412.4,4948.8,1
2026-08-07,114,2026080705009014,ILI,33,40,12,412.1,4945.2,1
2026-08-07,115,2026080705008931,ILI,33,36,12,412.1,4945.2,1
2026-08-07,116,2026080705009396,KBSH,56,40,490,980.0,480200.0,1
2026-08-07,117,2026080705009395,KBSH,56,16,200,980.0,196000.0,1
2026-08-07,118,2026080705009394,KBSH,56,41,60,979.9,58794.0,1
2026-08-07,119,2026080705009393,KBSH,56,36,90,976.0,87840.0,1
2026-08-07,120,2026080705009392,KBSH,56,86,50,975.9,48795.0,1
2026-08-07,121,2026080705009391,KBSH,56,42,10,975.0,9750.0,1
2026-08-07,122,2026080705009131,KBSH,62,58,20,973.0,19460.0,1
2026-08-07,123,2026080705009078,KBSH,56,66,250,970.0,242500.0,1
2026-08-07,124,2026080705009060,KBSH,56,57,50,970.0,48500.0,1
2026-08-07,125,2026080705009036,KBSH,56,56,150,970.0,145500.0,1
2026-08-07,126,2026080705009035,KBSH,56,44,47,970.0,45590.0,1
2026-08-07,127,2026080705008910,KBSH,8,44,20,970.0,19400.0,1
2026-08-07,128,2026080705009390,KBSH,56,14,100,974.9,97490.0,1
2026-08-07,129,2026080705009289,KBSH,32,57,211,973.9,205492.9,1
2026-08-07,130,2026080705009224,KBSH,56,57,790,973.9,769381.0,1
2026-08-07,131,2026080705009223,KBSH,56,44,20,973.9,19478.0,1
2026-08-07,132,2026080705009222,KBSH,56,45,190,973.8,185022.0,1
2026-08-07,133,2026080705009147,KBSH,56,51,37,970.0,35890.0,1
2026-08-07,134,2026080705008932,KDBY,45,25,1000,11.09,11090.0,1
2026-08-07,135,2026080705009165,KEF,45,34,6600,10.5,69300.0,1
2026-08-07,136,2026080705009077,KEF,45,34,5000,10.55,52750.0,1
2026-08-07,137,2026080705009076,KEF,1,34,5000,10.57,52850.0,1
2026-08-07,138,2026080705009075,KEF,62,34,3890,10.58,41156.2,1
2026-08-07,139,2026080705009074,KEF,28,34,5900,10.58,62422.0,1
2026-08-07,140,2026080705009073,KEF,45,34,10000,10.6,106000.0,1
2026-08-07,141,2026080705009066,KEF,6,34,3910,10.7,41837.0,1
2026-08-07,142,2026080705009065,KEF,10,34,3100,10.71,33201.0,1
2026-08-07,143,2026080705009064,KEF,14,34,2300,10.73,24679.0,1
2026-08-07,144,2026080705009072,KEF,5,34,6800,10.61,72148.0,1
2026-08-07,145,2026080705009071,KEF,48,34,1900,10.63,20197.0,1
2026-08-07,146,2026080705009070,KEF,54,34,2000,10.65,21300.0,1
2026-08-07,147,2026080705009069,KEF,47,34,10000,10.67,106700.0,1
2026-08-07,148,2026080705009068,KEF,48,34,4600,10.68,49128.0,1
2026-08-07,149,2026080705009067,KEF,1,34,490,10.68,5233.2,1
2026-08-07,150,2026080705009350,MAKAR,47,38,10,429.8,4298.0,1
2026-08-07,151,2026080705009229,MAKAR,47,38,165,429.8,70917.0,1
2026-08-07,152,2026080705009149,MAKAR,33,48,77,428.7,33009.9,1
2026-08-07,153,2026080705009148,MAKAR,98,48,223,429.0,95667.0,1
2026-08-07,154,2026080705008971,MAKAR,98,40,10,429.0,4290.0,1
2026-08-07,155,2026080705008961,MAKAR,98,53,350,429.0,150150.0,1
2026-08-07,156,2026080705008960,MAKAR,26,53,150,429.1,64365.0,1
2026-08-07,157,2026080705009383,MANDU,51,28,40,798.0,31920.0,1
2026-08-07,158,2026080705009317,MANDU,42,34,10,796.5,7965.0,1
2026-08-07,159,2026080705009139,MBJC,34,65,180,267.0,48060.0,1
2026-08-07,160,2026080705009138,MBJC,34,65,20,267.0,5340.0,1
2026-08-07,161,2026080705009130,MBJC,34,65,190,267.0,50730.0,1
2026-08-07,162,2026080705008904,MBJC,58,65,110,267.0,29370.0,1
2026-08-07,163,2026080705008903,MBJC,46,65,180,267.0,48060.0,1
2026-08-07,164,2026080705008902,MBJC,14,65,200,267.0,53400.0,1
2026-08-07,165,2026080705009291,MCHL,14,57,10,282.0,2820.0,1
2026-08-07,166,2026080705009374,MEHL,48,26,10,296.0,2960.0,1
2026-08-07,167,2026080705009335,MEHL,65,26,10,296.0,2960.0,1
2026-08-07,168,2026080705009334,MEHL,65,6,60,294.0,17640.0,1
2026-08-07,169,2026080705009176,MEHL,48,4,50,292.3,14615.0,1
2026-08-07,170,2026080705009349,MEL,49,74,10,214.9,2149.0,1
2026-08-07,171,2026080705009189,MEL,26,74,190,214.9,40831.0,1
2026-08-07,172,2026080705008996,MEL,52,74,10,214.9,2149.0,1
2026-08-07,173,2026080705009196,MHCL,28,39,160,308.0,49280.0,1
2026-08-07,174,2026080705008986,MHCL,18,39,40,308.0,12320.0,1
2026-08-07,175,2026080705009373,MHL,29,39,10,470.0,4700.0,1
2026-08-07,176,2026080705009368,MKHC,42,14,94,280.0,26320.0,1
2026-08-07,177,2026080705009357,MKHC,58,13,10,281.0,2810.0,1
2026-08-07,178,2026080705009333,MKHC,56,13,36,281.0,10116.0,1
2026-08-07,179,2026080705009332,MKHC,56,35,64,281.0,17984.0,1
2026-08-07,180,2026080705009331,MKHC,56,58,800,280.9,224720.0,1
2026-08-07,181,2026080705009330,MKHC,56,43,100,280.9,28090.0,1
2026-08-07,182,2026080705009292,MKHC,42,45,100,280.0,28000.0,1
2026-08-07,183,2026080705009081,MKHC,42,74,100,280.0,28000.0,1
2026-08-07,184,2026080705009050,MKHC,35,57,30,280.0,8400.0,1
2026-08-07,185,2026080705009049,MKHC,44,57,170,280.0,47600.0,1
2026-08-07,186,2026080705008959,MKHC,44,74,100,280.0,28000.0,1
2026-08-07,187,2026080705009342,MKHL,82,36,10,494.9,4949.0,1
2026-08-07,188,2026080705009341,MKHL,82,34,180,492.0,88560.0,1
2026-08-07,189,2026080705008972,MKHL,92,58,30,491.1,14733.0,1
2026-08-07,190,2026080705009151,MKJC,45,41,50,453.0,22650.0,1
2026-08-07,191,2026080705009380,MMF1,53,16,2500,8.88,22200.0,1
2026-08-07,192,2026080705009379,MMF1,57,16,5000,8.88,44400.0,1
2026-08-07,193,2026080705009378,MMF1,48,16,500,8.91,4455.0,1
2026-08-07,194,2026080705009381,MMKJL,22,36,10,454.9,4549.0,1
2026-08-07,195,2026080705009347,MMKJL,49,36,10,454.9,4549.0,1
2026-08-07,196,2026080705009000,MMKJL,47,43,120,450.0,54000.0,1
2026-08-07,197,2026080705009188,MSHL,40,28,16,608.0,9728.0,1
2026-08-07,198,2026080705009193,NICBF,21,59,1000,9.57,9570.0,1
2026-08-07,199,2026080705009294,NIFRA,49,41,1275,245.1,312502.5,1
2026-08-07,200,2026080705009027,NIFRA,49,17,131,245.1,32108.1,1
2026-08-07,201,2026080705009026,NIFRA,13,17,1000,245.1,245100.0,1
2026-08-07,202,2026080705009025,NIFRA,51,17,131,245.1,32108.1,1
2026-08-07,203,2026080705009024,NIFRA,41,17,36,245.1,8823.6,1
2026-08-07,204,2026080705009023,NIFRA,58,17,213,245.1,52206.3,1
2026-08-07,205,2026080705008974,NIFRA,53,39,1000,245.3,245300.0,1
2026-08-07,206,2026080705009022,NIFRA,58,17,10,245.2,2452.0,1
2026-08-07,207,2026080705009021,NIFRA,18,17,200,245.2,49040.0,1
2026-08-07,208,2026080705009020,NIFRA,53,17,141,245.3,34587.3,1
