Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-07-22,1,2026072205010392,BBC,91,58,10,4268.0,42680.0,1
2026-07-22,2,2026072205010616,BEDC,62,36,76,330.1,25087.6,1
2026-07-22,3,2026072205010205,BEDC,49,41,57,330.1,18815.7,1
2026-07-22,4,2026072205010208,BEDC,29,41,53,330.0,17490.0,1
2026-07-22,5,2026072205010207,BEDC,58,41,50,330.0,16500.0,1
2026-07-22,6,2026072205010206,BEDC,47,41,140,330.0,46200.0,1
2026-07-22,7,2026072205010324,BEDC,29,17,26,330.0,8580.0,1
2026-07-22,8,2026072205010670,BGWT,47,42,10,613.0,6130.0,1
2026-07-22,9,2026072205010420,BGWT,42,50,39,606.0,23634.0,1
2026-07-22,10,2026072205010419,BGWT,39,50,110,606.1,66671.0,1
2026-07-22,11,2026072205010426,BGWT,47,50,168,600.0,100800.0,1
2026-07-22,12,2026072205010425,BGWT,62,50,50,600.1,30005.0,1
2026-07-22,13,2026072205010424,BGWT,45,50,20,601.1,12022.0,1
2026-07-22,14,2026072205010423,BGWT,41,50,60,602.0,36120.0,1
2026-07-22,15,2026072205010422,BGWT,34,50,20,602.0,12040.0,1
2026-07-22,16,2026072205010421,BGWT,49,50,33,603.0,19899.0,1
2026-07-22,17,2026072205010676,BHL,58,41,49,215.5,10559.5,1
2026-07-22,18,2026072205010535,BHL,17,58,400,216.0,86400.0,1
2026-07-22,19,2026072205010534,BHL,17,57,30,216.0,6480.0,1
2026-07-22,20,2026072205010533,BHL,17,45,50,216.0,10800.0,1
2026-07-22,21,2026072205010532,BHL,17,45,500,216.0,108000.0,1
2026-07-22,22,2026072205010531,BHL,17,5,20,216.0,4320.0,1
2026-07-22,23,2026072205010528,BHL,17,45,185,215.1,39793.5,1
2026-07-22,24,2026072205010527,BHL,49,45,65,215.3,13994.5,1
2026-07-22,25,2026072205010519,BHL,21,49,150,215.5,32325.0,1
2026-07-22,26,2026072205010326,BHL,17,57,607,215.1,130565.7,1
2026-07-22,27,2026072205010246,BHL,77,41,45,215.2,9684.0,1
2026-07-22,28,2026072205010501,BHPL,34,26,11,495.9,5454.9,1
2026-07-22,29,2026072205010500,BHPL,34,62,100,493.0,49300.0,1
2026-07-22,30,2026072205010499,BHPL,34,13,149,493.0,73457.0,1
2026-07-22,31,2026072205010498,BHPL,34,38,10,492.0,4920.0,1
2026-07-22,32,2026072205010465,BHPL,42,13,88,490.0,43120.0,1
2026-07-22,33,2026072205010464,BHPL,59,13,200,490.1,98020.0,1
2026-07-22,34,2026072205010463,BHPL,50,13,10,490.1,4901.0,1
2026-07-22,35,2026072205010462,BHPL,32,13,160,491.0,78560.0,1
2026-07-22,36,2026072205010461,BHPL,58,13,45,491.1,22099.5,1
2026-07-22,37,2026072205010460,BHPL,32,13,11,491.1,5402.1,1
2026-07-22,38,2026072205010555,BNHC,34,60,20,296.9,5938.0,1
2026-07-22,39,2026072205010370,BNHC,17,22,100,296.0,29600.0,1
2026-07-22,40,2026072205010369,BNHC,17,48,1883,296.0,557368.0,1
2026-07-22,41,2026072205010358,BNHC,38,48,500,296.0,148000.0,1
