Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-08-26,1,2026082605014815,AHL,42,58,50,395.5,19775.0,1
2026-08-26,2,2026082605014992,BEDC,68,58,10,288.5,2885.0,1
2026-08-26,3,2026082605014896,BEDC,57,72,50,289.0,14450.0,1
2026-08-26,4,2026082605014882,BEDC,28,6,200,289.0,57800.0,1
2026-08-26,5,2026082605014795,BEDC,7,13,10,289.5,2895.0,1
2026-08-26,6,2026082605014794,BEDC,7,90,10,289.4,2894.0,1
2026-08-26,7,2026082605014679,BEDC,68,32,30,288.5,8655.0,1
2026-08-26,8,2026082605014883,BEDC,68,6,399,288.5,115111.5,1
2026-08-26,9,2026082605014982,BGWT,33,32,10,489.9,4899.0,1
2026-08-26,10,2026082605014922,BHL,48,57,1000,201.0,201000.0,1
2026-08-26,11,2026082605014875,BHL,6,58,702,200.0,140400.0,1
2026-08-26,12,2026082605014874,BHL,47,58,117,200.0,23400.0,1
2026-08-26,13,2026082605014873,BHL,16,58,50,200.0,10000.0,1
2026-08-26,14,2026082605014872,BHL,77,58,20,200.0,4000.0,1
2026-08-26,15,2026082605014871,BHL,42,58,200,200.0,40000.0,1
2026-08-26,16,2026082605014708,BHL,39,57,100,201.0,20100.0,1
2026-08-26,17,2026082605014690,BHL,57,58,130,200.5,26065.0,1
2026-08-26,18,2026082605014864,BHL,26,58,10,200.4,2004.0,1
2026-08-26,19,2026082605014863,BHL,57,58,168,200.5,33684.0,1
2026-08-26,20,2026082605014819,BHL,47,57,1000,201.0,201000.0,1
2026-08-26,21,2026082605014788,BHL,49,57,100,201.0,20100.0,1
2026-08-26,22,2026082605014781,BHL,34,57,50,201.0,10050.0,1
2026-08-26,23,2026082605014779,BHL,87,57,1000,201.0,201000.0,1
2026-08-26,24,2026082605014870,BHL,42,58,20,200.1,4002.0,1
2026-08-26,25,2026082605014869,BHL,42,58,100,200.1,20010.0,1
2026-08-26,26,2026082605014868,BHL,48,58,100,200.1,20010.0,1
2026-08-26,27,2026082605014867,BHL,49,58,400,200.2,80080.0,1
2026-08-26,28,2026082605014866,BHL,48,58,100,200.3,20030.0,1
2026-08-26,29,2026082605014865,BHL,49,58,13,200.3,2603.9,1
2026-08-26,30,2026082605014727,BHPL,34,45,10,458.9,4589.0,1
2026-08-26,31,2026082605014726,BHPL,34,58,10,458.0,4580.0,1
2026-08-26,32,2026082605014725,BHPL,34,22,10,457.7,4577.0,1
2026-08-26,33,2026082605014678,BHPL,34,22,90,457.7,41193.0,1
2026-08-26,34,2026082605014677,BHPL,34,49,150,457.5,68625.0,1
2026-08-26,35,2026082605014676,BHPL,34,22,50,456.9,22845.0,1
2026-08-26,36,2026082605014675,BHPL,34,8,200,456.0,91200.0,1
2026-08-26,37,2026082605014674,BHPL,34,45,10,455.9,4559.0,1
