Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-09-14,1,2026091405012269,AHL,26,35,207,358.0,74106.0,1
2026-09-14,2,2026091405011999,BEDC,58,58,10,304.0,3040.0,1
2026-09-14,3,2026091405011994,BEDC,49,48,188,298.8,56174.4,1
2026-09-14,4,2026091405011993,BEDC,19,48,100,299.0,29900.0,1
2026-09-14,5,2026091405011992,BEDC,42,48,70,300.0,21000.0,1
2026-09-14,6,2026091405011870,BEDC,57,1,40,303.0,12120.0,1
2026-09-14,7,2026091405011885,BEDC,17,43,460,300.0,138000.0,1
2026-09-14,8,2026091405011884,BEDC,49,43,100,300.1,30010.0,1
2026-09-14,9,2026091405011883,BEDC,58,43,500,300.5,150250.0,1
2026-09-14,10,2026091405011882,BEDC,58,43,140,300.6,42084.0,1
2026-09-14,11,2026091405011872,BEDC,58,1,360,300.6,108216.0,1
2026-09-14,12,2026091405011871,BEDC,49,1,100,300.7,30070.0,1
2026-09-14,13,2026091405011991,BEDC,46,48,100,300.0,30000.0,1
2026-09-14,14,2026091405011990,BEDC,56,48,140,300.0,42000.0,1
2026-09-14,15,2026091405011903,BEDC,56,8,60,300.0,18000.0,1
2026-09-14,16,2026091405011902,BEDC,17,8,40,300.0,12000.0,1
2026-09-14,17,2026091405012040,BHDC,57,57,16,424.9,6798.4,1
2026-09-14,18,2026091405012039,BHDC,57,1,10,424.9,4249.0,1
2026-09-14,19,2026091405012187,BHL,17,45,266,211.0,56126.0,1
2026-09-14,20,2026091405012186,BHL,6,45,500,211.0,105500.0,1
2026-09-14,21,2026091405012185,BHL,4,45,100,211.0,21100.0,1
2026-09-14,22,2026091405012184,BHL,52,45,200,211.1,42220.0,1
2026-09-14,23,2026091405012183,BHL,91,45,2000,211.2,422400.0,1
2026-09-14,24,2026091405012182,BHL,17,45,1000,211.3,211300.0,1
2026-09-14,25,2026091405011886,BHL,48,58,300,211.9,63570.0,1
2026-09-14,26,2026091405011784,BHL,45,60,20,212.0,4240.0,1
2026-09-14,27,2026091405012181,BHL,58,45,10,211.3,2113.0,1
2026-09-14,28,2026091405012180,BHL,58,45,10,211.4,2114.0,1
2026-09-14,29,2026091405012179,BHL,36,45,400,211.6,84640.0,1
2026-09-14,30,2026091405012178,BHL,35,45,14,211.7,2963.8,1
