Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-07-29,1,2026072905009239,BBC,54,41,10,4300.0,43000.0,1
2026-07-29,2,2026072905008842,BEDC,52,59,80,322.1,25768.0,1
2026-07-29,3,2026072905008841,BEDC,44,59,910,322.2,293202.0,1
2026-07-29,4,2026072905008867,BEDC,52,70,1000,322.1,322100.0,1
2026-07-29,5,2026072905008901,BEDC,52,58,300,322.1,96630.0,1
2026-07-29,6,2026072905008981,BEDC,62,1,20,322.3,6446.0,1
2026-07-29,7,2026072905008964,BEDC,52,59,10,322.1,3221.0,1
2026-07-29,8,2026072905008935,BEDC,52,32,20,322.1,6442.0,1
2026-07-29,9,2026072905009081,BEDC,52,8,119,322.1,38329.9,1
2026-07-29,10,2026072905009026,BEDC,52,8,51,322.1,16427.1,1
2026-07-29,11,2026072905009025,BEDC,62,8,80,322.3,25784.0,1
2026-07-29,12,2026072905009024,BEDC,54,8,50,322.4,16120.0,1
2026-07-29,13,2026072905009267,BGWT,47,48,10,597.0,5970.0,1
2026-07-29,14,2026072905009108,BGWT,47,48,10,597.0,5970.0,1
2026-07-29,15,2026072905009107,BGWT,47,57,10,595.0,5950.0,1
2026-07-29,16,2026072905009106,BGWT,47,34,19,593.0,11267.0,1
2026-07-29,17,2026072905008817,BGWT,47,7,11,589.0,6479.0,1
2026-07-29,18,2026072905008816,BGWT,47,57,40,589.0,23560.0,1
2026-07-29,19,2026072905008815,BGWT,47,35,20,588.0,11760.0,1
2026-07-29,20,2026072905008814,BGWT,47,49,100,585.0,58500.0,1
2026-07-29,21,2026072905008813,BGWT,47,89,10,584.0,5840.0,1
2026-07-29,22,2026072905009055,BGWT,47,56,79,590.0,46610.0,1
2026-07-29,23,2026072905009054,BGWT,47,42,10,589.0,5890.0,1
2026-07-29,24,2026072905008821,BGWT,47,56,21,590.0,12390.0,1
2026-07-29,25,2026072905008820,BGWT,47,49,11,590.0,6490.0,1
2026-07-29,26,2026072905008819,BGWT,47,74,20,590.0,11800.0,1
2026-07-29,27,2026072905008818,BGWT,47,57,17,590.0,10030.0,1
2026-07-29,28,2026072905009105,BGWT,47,43,11,592.0,6512.0,1
2026-07-29,29,2026072905009058,BGWT,47,62,11,592.0,6512.0,1
2026-07-29,30,2026072905009057,BGWT,47,80,11,592.0,6512.0,1
2026-07-29,31,2026072905009056,BGWT,47,48,130,590.1,76713.0,1
2026-07-29,32,2026072905009102,BHDC,41,58,10,433.9,4339.0,1
2026-07-29,33,2026072905009231,BHL,34,57,20,213.0,4260.0,1
2026-07-29,34,2026072905009230,BHL,34,7,100,213.0,21300.0,1
2026-07-29,35,2026072905009204,BHL,58,22,30,212.9,6387.0,1
2026-07-29,36,2026072905009203,BHL,58,22,10,212.9,2129.0,1
2026-07-29,37,2026072905008858,BHL,17,7,20,213.0,4260.0,1
2026-07-29,38,2026072905009277,BHPL,19,48,326,472.1,153904.6,1
2026-07-29,39,2026072905009276,BHPL,50,48,30,472.2,14166.0,1
2026-07-29,40,2026072905009275,BHPL,38,48,100,473.0,47300.0,1
2026-07-29,41,2026072905009274,BHPL,28,48,44,473.0,20812.0,1
2026-07-29,42,2026072905009089,BHPL,34,41,10,485.9,4859.0,1
2026-07-29,43,2026072905009088,BHPL,34,58,36,485.0,17460.0,1
2026-07-29,44,2026072905009043,BHPL,34,70,500,479.8,239900.0,1
2026-07-29,45,2026072905009042,BHPL,34,1,150,479.5,71925.0,1
2026-07-29,46,2026072905009041,BHPL,34,32,100,479.4,47940.0,1
2026-07-29,47,2026072905009049,BHPL,34,58,10,485.0,4850.0,1
2026-07-29,48,2026072905009048,BHPL,34,66,10,480.0,4800.0,1
2026-07-29,49,2026072905009047,BHPL,34,25,100,480.0,48000.0,1
2026-07-29,50,2026072905009046,BHPL,34,13,20,480.0,9600.0,1
2026-07-29,51,2026072905009045,BHPL,34,58,10,480.0,4800.0,1
2026-07-29,52,2026072905009044,BHPL,34,70,500,479.9,239950.0,1
2026-07-29,53,2026072905009273,BNHC,45,32,100,285.8,28580.0,1
2026-07-29,54,2026072905009228,BNHC,57,65,300,283.6,85080.0,1
2026-07-29,55,2026072905009001,BNHC,57,4,91,283.6,25807.6,1
2026-07-29,56,2026072905008919,BNHC,43,4,50,284.0,14200.0,1
2026-07-29,57,2026072905009140,CHDC,5,42,50,2243.0,112150.0,1
2026-07-29,58,2026072905008929,CHDC,69,45,10,2243.0,22430.0,1
2026-07-29,59,2026072905008897,CHDC,58,45,45,2243.0,100935.0,1
2026-07-29,60,2026072905009060,CIT,34,32,25,1720.0,43000.0,1
2026-07-29,61,2026072905009209,CLI,50,58,13,447.0,5811.0,1
2026-07-29,62,2026072905009153,CLI,50,17,240,447.0,107280.0,1
2026-07-29,63,2026072905008966,CLI,50,57,13,447.0,5811.0,1
2026-07-29,64,2026072905008846,CLI,50,41,13,447.0,5811.0,1
2026-07-29,65,2026072905009241,DOLTI,65,18,50,323.6,16180.0,1
2026-07-29,66,2026072905008916,DOLTI,42,42,800,322.6,258080.0,1
2026-07-29,67,2026072905008856,DOLTI,58,4,16,323.7,5179.2,1
2026-07-29,68,2026072905009205,DORDI,51,17,48,259.0,12432.0,1
2026-07-29,69,2026072905009035,DORDI,3,16,600,259.0,155400.0,1
2026-07-29,70,2026072905008987,DORDI,3,13,200,259.0,51800.0,1
2026-07-29,71,2026072905009223,EHPL,58,34,41,343.8,14095.8,1
2026-07-29,72,2026072905009154,EHPL,14,13,37,344.0,12728.0,1
2026-07-29,73,2026072905009096,EHPL,29,58,10,346.0,3460.0,1
2026-07-29,74,2026072905009085,EHPL,14,42,120,344.0,41280.0,1
2026-07-29,75,2026072905009084,EHPL,58,42,20,344.1,6882.0,1
2026-07-29,76,2026072905009021,ENL,58,56,30,804.0,24120.0,1
2026-07-29,77,2026072905008978,GCIL,17,41,37,357.2,13216.4,1
2026-07-29,78,2026072905009076,GCIL,42,56,16,358.0,5728.0,1
2026-07-29,79,2026072905009152,GCIL,57,29,10,357.0,3570.0,1
2026-07-29,80,2026072905009151,GCIL,17,29,25,357.0,8925.0,1
2026-07-29,81,2026072905009150,GCIL,17,29,463,357.2,165383.6,1
2026-07-29,82,2026072905009201,GCIL,42,56,10,358.0,3580.0,1
2026-07-29,83,2026072905008801,GVL,94,89,10,484.0,4840.0,1
2026-07-29,84,2026072905008800,GVL,94,51,11,484.0,5324.0,1
2026-07-29,85,2026072905008799,GVL,94,49,11,484.0,5324.0,1
2026-07-29,86,2026072905008806,GVL,94,83,3166,486.0,1538676.0,1
2026-07-29,87,2026072905008805,GVL,94,4,11,486.0,5346.0,1
2026-07-29,88,2026072905008804,GVL,94,16,300,485.0,145500.0,1
2026-07-29,89,2026072905008803,GVL,94,53,11,485.0,5335.0,1
2026-07-29,90,2026072905008802,GVL,94,67,480,484.9,232752.0,1
2026-07-29,91,2026072905009005,HATHY,43,14,70,726.0,50820.0,1
2026-07-29,92,2026072905009004,HATHY,43,42,20,725.0,14500.0,1
2026-07-29,93,2026072905008937,HDL,19,56,43,1165.2,50103.6,1
2026-07-29,94,2026072905008976,HDL,58,57,14,1166.0,16324.0,1
2026-07-29,95,2026072905008975,HDL,58,33,36,1166.0,41976.0,1
2026-07-29,96,2026072905008968,HDL,49,33,12,1166.0,13992.0,1
2026-07-29,97,2026072905009032,HDL,19,53,12,1165.2,13982.4,1
2026-07-29,98,2026072905009094,HDL,34,57,14,1166.0,16324.0,1
2026-07-29,99,2026072905009090,HDL,42,22,20,1165.0,23300.0,1
2026-07-29,100,2026072905009034,HDL,42,53,115,1165.0,133975.0,1
2026-07-29,101,2026072905009033,HDL,36,53,73,1165.1,85052.3,1
2026-07-29,102,2026072905009141,HDL,29,57,60,1166.0,69960.0,1
2026-07-29,103,2026072905009113,HDL,51,57,60,1166.0,69960.0,1
2026-07-29,104,2026072905009183,HDL,58,62,30,1165.0,34950.0,1
2026-07-29,105,2026072905009182,HDL,34,62,10,1165.0,11650.0,1
2026-07-29,106,2026072905009181,HDL,42,62,15,1165.0,17475.0,1
2026-07-29,107,2026072905009180,HDL,52,58,9,1168.0,10512.0,1
2026-07-29,108,2026072905009179,HHL,52,42,10,340.0,3400.0,1
2026-07-29,109,2026072905009157,HHL,94,17,10,339.0,3390.0,1
2026-07-29,110,2026072905009099,HHL,94,42,900,339.0,305100.0,1
2026-07-29,111,2026072905009098,HHL,26,42,100,339.5,33950.0,1
2026-07-29,112,2026072905009260,HIDCL,57,42,37,260.0,9620.0,1
2026-07-29,113,2026072905009259,HIDCL,57,14,63,259.9,16373.7,1
2026-07-29,114,2026072905009238,HIDCL,62,14,10,259.9,2599.0,1
2026-07-29,115,2026072905009159,HIDCL,58,57,4,260.0,1040.0,1
2026-07-29,116,2026072905009139,HIDCL,34,42,13,260.0,3380.0,1
2026-07-29,117,2026072905009138,HIDCL,34,34,37,259.0,9583.0,1
2026-07-29,118,2026072905008896,HIDCL,85,42,57,260.0,14820.0,1
2026-07-29,119,2026072905008895,HIDCL,85,25,193,260.0,50180.0,1
2026-07-29,120,2026072905008828,HIDCL,58,16,131,259.1,33942.1,1
2026-07-29,121,2026072905008827,HIDCL,22,16,10,259.5,2595.0,1
2026-07-29,122,2026072905008809,HIDCL,62,25,250,260.0,65000.0,1
2026-07-29,123,2026072905008808,HIDCL,62,13,250,259.9,64975.0,1
2026-07-29,124,2026072905009073,HIDCL,58,81,1049,259.0,271691.0,1
2026-07-29,125,2026072905009072,HIDCL,40,81,100,259.1,25910.0,1
2026-07-29,126,2026072905009071,HIDCL,58,81,63,259.1,16323.3,1
2026-07-29,127,2026072905009070,HIDCL,21,81,78,259.5,20241.0,1
2026-07-29,128,2026072905009022,HIDCL,85,42,10,260.0,2600.0,1
2026-07-29,129,2026072905008960,HIDCL,21,13,72,259.5,18684.0,1
2026-07-29,130,2026072905009116,HIDCL,45,34,13,259.0,3367.0,1
2026-07-29,131,2026072905009115,HIDCL,38,34,50,259.0,12950.0,1
2026-07-29,132,2026072905009092,HIDCL,38,42,50,259.0,12950.0,1
2026-07-29,133,2026072905009091,HIDCL,45,42,50,259.0,12950.0,1
2026-07-29,134,2026072905009075,HIDCL,45,81,10,259.0,2590.0,1
2026-07-29,135,2026072905009074,HIDCL,7,81,200,259.0,51800.0,1
2026-07-29,136,2026072905009258,HRL,60,14,250,601.1,150275.0,1
2026-07-29,137,2026072905009192,HRL,58,67,12,601.4,7216.8,1
2026-07-29,138,2026072905009172,HRL,54,67,10,601.4,6014.0,1
2026-07-29,139,2026072905009100,HRL,63,58,100,601.0,60100.0,1
2026-07-29,140,2026072905009095,HRL,49,67,10,601.4,6014.0,1
2026-07-29,141,2026072905008843,HRL,45,26,25,601.3,15032.5,1
2026-07-29,142,2026072905008823,HRL,63,26,25,601.3,15032.5,1
2026-07-29,143,2026072905008958,HRL,70,5,250,601.3,150325.0,1
2026-07-29,144,2026072905008915,HRL,35,19,30,601.2,18036.0,1
2026-07-29,145,2026072905008914,HRL,42,67,50,602.0,30100.0,1
2026-07-29,146,2026072905008903,HRL,45,67,95,602.0,57190.0,1
2026-07-29,147,2026072905009037,HRL,8,67,150,601.4,90210.0,1
2026-07-29,148,2026072905009036,HRL,70,21,30,601.3,18039.0,1
2026-07-29,149,2026072905009003,HRL,70,19,30,601.3,18039.0,1
2026-07-29,150,2026072905008985,HRL,70,29,531,601.3,319290.3,1
2026-07-29,151,2026072905008984,HRL,35,29,669,601.4,402336.6,1
2026-07-29,152,2026072905008961,HRL,50,67,51,602.0,30702.0,1
2026-07-29,153,2026072905009083,HRL,63,90,200,601.0,120200.0,1
2026-07-29,154,2026072905009065,HRL,47,67,35,601.4,21049.0,1
2026-07-29,155,2026072905009063,HRL,63,5,292,601.0,175492.0,1
2026-07-29,156,2026072905009062,HRL,58,5,79,601.3,47502.7,1
2026-07-29,157,2026072905009061,HRL,70,5,129,601.3,77567.7,1
2026-07-29,158,2026072905009059,HRL,70,19,30,601.3,18039.0,1
2026-07-29,159,2026072905009128,IHL,36,16,203,350.0,71050.0,1
2026-07-29,160,2026072905009127,IHL,6,16,500,350.0,175000.0,1
2026-07-29,161,2026072905009126,IHL,57,16,100,350.0,35000.0,1
2026-07-29,162,2026072905009125,IHL,53,16,20,351.0,7020.0,1
2026-07-29,163,2026072905009124,IHL,58,16,50,351.1,17555.0,1
2026-07-29,164,2026072905009123,IHL,39,16,100,352.0,35200.0,1
2026-07-29,165,2026072905009122,IHL,20,16,10,352.1,3521.0,1
2026-07-29,166,2026072905009121,IHL,74,16,17,352.1,5985.7,1
2026-07-29,167,2026072905009148,ILI,42,57,450,418.0,188100.0,1
2026-07-29,168,2026072905009147,ILI,42,57,50,419.0,20950.0,1
2026-07-29,169,2026072905009082,ILI,42,35,150,419.0,62850.0,1
2026-07-29,170,2026072905008931,ILI,17,17,2,410.0,820.0,1
2026-07-29,171,2026072905009265,KBSH,16,6,10,945.0,9450.0,1
2026-07-29,172,2026072905009240,KBSH,62,45,50,943.1,47155.0,1
2026-07-29,173,2026072905009222,KBSH,62,80,10,943.1,9431.0,1
2026-07-29,174,2026072905009219,KBSH,57,6,100,945.0,94500.0,1
2026-07-29,175,2026072905009200,KBSH,22,6,180,945.0,170100.0,1
2026-07-29,176,2026072905009190,KBSH,22,58,240,945.0,226800.0,1
2026-07-29,177,2026072905009114,KBSH,22,46,80,943.2,75456.0,1
2026-07-29,178,2026072905009079,KBSH,42,46,90,943.2,84888.0,1
2026-07-29,179,2026072905009000,KBSH,42,58,10,943.2,9432.0,1
2026-07-29,180,2026072905008907,KBSH,4,58,2,947.7,1895.4,1
2026-07-29,181,2026072905008826,KBSH,58,46,10,946.0,9460.0,1
2026-07-29,182,2026072905009171,KDBY,4,6,100,11.16,1116.0,1
2026-07-29,183,2026072905008992,KEF,39,49,100,10.35,1035.0,1
2026-07-29,184,2026072905009206,MAKAR,71,38,140,440.0,61600.0,1
2026-07-29,185,2026072905009053,MAKAR,58,57,200,439.2,87840.0,1
2026-07-29,186,2026072905008928,MAKAR,58,36,45,439.2,19764.0,1
2026-07-29,187,2026072905008927,MAKAR,26,36,50,439.2,21960.0,1
2026-07-29,188,2026072905008926,MAKAR,6,36,10,439.2,4392.0,1
2026-07-29,189,2026072905008925,MAKAR,58,36,100,439.5,43950.0,1
2026-07-29,190,2026072905008924,MAKAR,57,36,100,439.5,43950.0,1
2026-07-29,191,2026072905008923,MAKAR,17,36,50,439.6,21980.0,1
2026-07-29,192,2026072905008922,MAKAR,21,36,90,439.7,39573.0,1
2026-07-29,193,2026072905008921,MAKAR,100,36,455,439.9,200154.5,1
2026-07-29,194,2026072905009251,MANDU,71,26,10,825.0,8250.0,1
2026-07-29,195,2026072905009130,MANDU,39,4,40,815.4,32616.0,1
2026-07-29,196,2026072905009129,MANDU,53,4,10,816.0,8160.0,1
2026-07-29,197,2026072905009111,MANDU,71,26,10,825.0,8250.0,1
2026-07-29,198,2026072905009250,MBJC,58,57,109,269.0,29321.0,1
2026-07-29,199,2026072905009249,MBJC,25,57,80,269.1,21528.0,1
2026-07-29,200,2026072905009248,MBJC,4,57,20,269.1,5382.0,1
2026-07-29,201,2026072905009247,MBJC,98,57,201,269.1,54089.1,1
2026-07-29,202,2026072905009246,MBJC,19,57,10,269.2,2692.0,1
2026-07-29,203,2026072905009245,MBJC,47,57,90,269.2,24228.0,1
2026-07-29,204,2026072905009244,MBJC,59,57,100,269.3,26930.0,1
2026-07-29,205,2026072905009243,MBJC,58,57,10,269.4,2694.0,1
2026-07-29,206,2026072905008982,MBJC,42,58,10,270.0,2700.0,1
2026-07-29,207,2026072905009289,MCHL,57,57,10,283.3,2833.0,1
2026-07-29,208,2026072905009199,MCHL,39,22,200,283.2,56640.0,1
2026-07-29,209,2026072905009193,MCHL,17,58,36,281.6,10137.6,1
2026-07-29,210,2026072905008991,MCHL,17,34,234,281.6,65894.4,1
2026-07-29,211,2026072905008990,MCHL,17,34,216,281.7,60847.2,1
2026-07-29,212,2026072905008989,MCHL,44,34,50,281.8,14090.0,1
2026-07-29,213,2026072905008933,MCHL,54,42,10,282.0,2820.0,1
2026-07-29,214,2026072905009262,MEL,49,32,10,217.9,2179.0,1
2026-07-29,215,2026072905008934,MEL,35,22,3,218.2,654.6,1
2026-07-29,216,2026072905008912,MEL,10,49,300,217.5,65250.0,1
2026-07-29,217,2026072905009112,MHCL,33,32,96,314.1,30153.6,1
2026-07-29,218,2026072905008994,MHCL,18,35,90,315.7,28413.0,1
2026-07-29,219,2026072905008993,MHCL,47,35,165,315.8,52107.0,1
2026-07-29,220,2026072905009288,MHL,71,7,10,474.0,4740.0,1
2026-07-29,221,2026072905009198,MHL,8,32,450,467.0,210150.0,1
2026-07-29,222,2026072905009197,MHL,10,32,50,467.0,23350.0,1
2026-07-29,223,2026072905009168,MHL,10,32,450,467.0,210150.0,1
2026-07-29,224,2026072905009167,MHL,44,32,50,467.1,23355.0,1
2026-07-29,225,2026072905009135,MHL,10,32,500,468.0,234000.0,1
2026-07-29,226,2026072905009103,MHL,35,7,10,474.0,4740.0,1
2026-07-29,227,2026072905008932,MHL,56,7,10,469.0,4690.0,1
2026-07-29,228,2026072905009252,MKHC,35,17,100,290.1,29010.0,1
2026-07-29,229,2026072905009119,MKHC,84,17,300,290.1,87030.0,1
2026-07-29,230,2026072905009237,MKHL,82,38,71,514.0,36494.0,1
2026-07-29,231,2026072905009236,MKHL,82,54,20,510.0,10200.0,1
2026-07-29,232,2026072905009235,MKHL,82,8,30,510.0,15300.0,1
2026-07-29,233,2026072905009234,MKHL,82,42,10,509.9,5099.0,1
2026-07-29,234,2026072905009233,MKHL,82,77,49,509.0,24941.0,1
2026-07-29,235,2026072905009232,MKHL,82,22,20,507.8,10156.0,1
2026-07-29,236,2026072905009145,MKHL,17,57,496,499.0,247504.0,1
2026-07-29,237,2026072905009144,MKHL,58,57,24,500.0,12000.0,1
2026-07-29,238,2026072905009143,MKHL,56,57,30,500.0,15000.0,1
2026-07-29,239,2026072905008998,MKHL,45,36,14,505.0,7070.0,1
2026-07-29,240,2026072905008997,MKHL,45,82,152,505.0,76760.0,1
2026-07-29,241,2026072905009272,MKJC,58,45,10,465.2,4652.0,1
2026-07-29,242,2026072905009161,MKJC,42,48,10,472.0,4720.0,1
2026-07-29,243,2026072905008995,MKJC,45,40,900,471.0,423900.0,1
2026-07-29,244,2026072905008840,MKJC,45,48,100,472.0,47200.0,1
2026-07-29,245,2026072905008839,MKJC,45,48,490,470.0,230300.0,1
2026-07-29,246,2026072905008838,MKJC,45,26,200,469.9,93980.0,1
2026-07-29,247,2026072905008837,MKJC,45,8,10,469.8,4698.0,1
2026-07-29,248,2026072905009149,MMF1,94,35,100,9.2,920.0,1
2026-07-29,249,2026072905009210,MMKJL,49,52,10,482.0,4820.0,1
2026-07-29,250,2026072905009158,MMKJL,17,25,20,488.0,9760.0,1
2026-07-29,251,2026072905008902,MMKJL,43,25,20,488.0,9760.0,1
