Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-08-12,1,ACLBSL,-,927.9,943.0,906.3,943.0,943.0,920.68,628,927.9,578185.9,28,15.1,36.7,1.63,4.05,2.37,963.0,964.2,1157.0,827.9
2026-08-12,2,ADBL,-,301.0,304.8,301.0,304.0,304.0,303.35,34081,302.5,10338632.1,155,1.5,3.8,0.5,1.26,0.21,311.47,308.23,340.0,285.2
2026-08-12,3,ADBLD83,-,1025.0,1025.0,1025.0,1025.0,1025.0,1025.0,100,1023.6,102500.0,3,1.4,0.0,0.14,0.0,0.0,1078.61,1086.4,1132.9,1015.0
2026-08-12,4,AHL,-,410.0,419.5,408.0,416.5,416.5,412.32,1032,417.0,425519.0,29,-0.5,11.5,-0.12,2.82,1.0,488.85,519.43,699.0,405.0
2026-08-12,5,AHPC,-,267.0,267.0,263.2,264.0,264.0,264.07,62813,264.2,16587133.9,177,-0.2,3.8,-0.08,1.44,-0.03,280.25,278.18,323.3,250.1
2026-08-12,6,AKJCL,-,350.0,368.8,350.0,363.8,363.8,362.12,259591,365.0,94002269.5,463,-1.2,18.8,-0.33,5.37,0.46,378.75,325.23,461.4,172.9
2026-08-12,7,AKPL,-,255.0,255.9,251.0,252.0,252.0,252.62,57770,254.3,14593763.8,196,-2.3,4.9,-0.9,1.95,-0.25,269.6,262.93,317.0,227.5
2026-08-12,8,ALBSL,-,1070.0,1141.0,1070.0,1114.0,1114.0,1103.73,4715,1113.9,5204107.4,85,0.1,71.0,0.01,6.64,0.92,1120.4,1123.09,1334.0,930.0
2026-08-12,9,ALICL,-,428.7,428.7,416.1,418.0,418.0,418.25,9785,420.0,4092606.9,78,-2.0,12.6,-0.48,3.03,-0.06,450.6,457.2,507.0,413.4
2026-08-12,10,ANLB,-,5200.0,5755.9,5200.0,5305.0,5305.0,5409.01,2070,5438.0,11196641.4,55,-133.0,555.9,-2.45,10.69,-1.96,6158.94,6152.87,7560.0,5200.0
