Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-09-04,1,ACLBSL,35.65,900.0,900.0,880.0,894.9,894.9,884.3,804,894.8,710976.0,18,0.1,20.0,0.01,2.27,1.18,953.5,956.47,1095.0,827.9
2026-09-04,2,ADBL,28.9,299.0,299.8,296.0,297.0,297.0,297.64,9898,296.6,2946015.5,93,0.4,3.8,0.13,1.28,-0.21,311.29,306.9,340.0,285.2
2026-09-04,3,AHL,29.01,365.0,366.0,361.2,366.0,366.0,365.74,2543,363.8,930066.0,19,2.2,4.8,0.6,1.33,0.07,471.98,501.55,699.0,358.0
2026-09-04,4,AHPC,29.95,249.9,249.9,248.0,248.2,248.2,248.65,38059,248.5,9463204.0,162,-0.3,1.9,-0.12,0.77,-0.18,276.57,276.14,323.3,245.8
2026-09-04,5,AKJCL,34.23,347.7,349.5,338.0,340.3,340.3,341.42,281818,344.3,96217298.5,452,-4.0,11.5,-1.16,3.4,-0.33,376.34,338.5,461.4,172.9
2026-09-04,6,AKPL,36.12,245.0,246.5,242.0,245.0,245.0,244.56,43929,243.0,10743264.8,150,2.0,4.5,0.82,1.86,0.18,266.48,263.21,317.0,227.5
2026-09-04,7,ALBSL,42.36,1060.0,1190.0,1060.0,1190.0,1190.0,1093.82,13128,1098.9,14359640.0,119,91.1,130.0,8.29,12.26,8.08,1119.49,1128.42,1334.0,930.0
2026-09-04,8,ALICL,35.86,398.0,400.0,397.0,399.5,399.5,398.78,15632,398.0,6233750.0,79,1.5,3.0,0.38,0.76,0.18,445.12,452.33,505.0,381.4
2026-09-04,9,ANLB,37.4,5617.0,5617.0,4854.3,5023.5,5023.5,4909.96,1068,5350.0,5243840.0,51,-326.5,762.7,-6.1,15.71,2.26,6009.65,6059.77,7560.0,4755.0
2026-09-04,10,APHL,30.66,680.0,680.0,673.1,673.3,673.3,675.03,4386,677.0,2960685.7,105,-3.7,6.9,-0.55,1.03,-0.26,0.0,0.0,1053.4,299.7
2026-09-04,11,API,35.77,330.0,330.0,325.0,326.1,326.1,326.02,115353,329.2,37607744.3,395,-3.1,5.0,-0.94,1.54,0.02,340.59,325.84,370.0,258.8
2026-09-04,12,AVYAN,20.88,1028.5,1029.0,999.1,1007.0,1007.0,1001.15,1868,1000.0,1870141.0,37,7.0,29.9,0.7,2.99,0.58,1092.34,1048.89,1366.0,906.0
2026-09-04,13,BANDIPUR,30.23,645.0,647.4,640.1,644.0,644.0,643.47,10507,642.0,6760945.4,215,2.0,7.3,0.31,1.14,0.08,793.95,829.86,1233.0,285.0
2026-09-04,14,BARUN,30.88,308.0,313.0,305.8,307.0,307.0,309.51,27286,308.5,8445296.5,108,-1.5,7.2,-0.49,2.35,-0.82,338.88,339.42,401.5,292.1
2026-09-04,15,BBC,38.19,4050.0,4088.0,4050.0,4082.0,4082.0,4072.73,212,4034.0,863419.0,13,48.0,38.0,1.19,0.94,0.23,4517.14,4622.57,5600.0,3825.0
2026-09-04,16,BEDC,33.04,286.0,290.0,281.0,286.0,286.0,284.61,11605,285.0,3302948.4,70,1.0,9.0,0.35,3.2,0.48,373.79,427.53,728.0,270.0
2026-09-04,17,BFC,30.45,464.4,464.4,456.0,458.0,458.0,458.05,6315,459.9,2892559.3,55,-1.9,8.4,-0.41,1.84,-0.01,486.94,482.37,562.0,411.5
2026-09-04,18,BGWT,30.55,466.0,488.0,435.0,477.0,477.0,460.56,62270,485.0,28678973.9,310,-8.0,53.0,-1.65,12.18,3.45,640.4,684.36,944.0,435.0
2026-09-04,19,BHCL,17.99,520.0,555.0,520.0,540.0,540.0,541.21,13335,543.0,7217003.3,182,-3.0,35.0,-0.55,6.73,-0.22,540.03,545.39,699.0,394.0
2026-09-04,20,BHDC,29.77,413.0,420.0,412.1,414.3,414.3,415.07,6633,412.5,2753138.1,68,1.8,7.9,0.44,1.92,-0.19,453.81,462.87,616.0,401.1
2026-09-04,21,BHL,31.79,200.0,202.0,198.0,198.0,198.0,199.8,50408,199.0,10071276.0,212,-1.0,4.0,-0.5,2.02,-0.91,218.29,209.01,264.4,164.0
2026-09-04,22,BHPL,21.76,460.9,460.9,430.0,438.0,438.0,434.47,3870,439.0,1681394.0,35,-1.0,30.9,-0.23,7.19,0.81,518.28,536.12,789.0,425.0
2026-09-04,23,BJHL,25.3,650.0,650.0,632.0,647.9,647.9,637.1,6403,642.0,4079330.0,114,5.9,18.0,0.92,2.85,1.67,0.0,0.0,1305.0,270.1
2026-09-04,24,BNHC,25.64,261.9,261.9,256.0,259.5,259.5,258.26,10821,258.0,2794663.9,59,1.5,5.9,0.58,2.3,0.48,317.9,363.23,613.8,247.5
2026-09-04,25,BNT,33.68,11649.0,11650.0,11550.0,11650.0,11650.0,11627.12,120,11650.0,1395254.0,7,0.0,100.0,0.0,0.87,0.2,11701.55,11764.64,12760.0,10660.0
2026-09-04,26,BPCL,26.12,644.0,644.9,628.0,633.6,633.6,634.52,5079,644.0,3222736.1,40,-10.4,16.9,-1.61,2.69,-0.15,677.15,697.47,847.3,612.0
2026-09-04,27,BUNGAL,22.22,520.0,529.9,515.0,515.0,515.0,520.48,7510,519.0,3908836.8,122,-4.0,14.9,-0.77,2.89,-1.06,632.2,639.73,895.0,302.4
2026-09-04,28,C30MF,31.94,9.75,9.95,9.75,9.95,9.95,9.85,600,9.95,5910.0,4,0.0,0.2,0.0,2.05,1.01,10.03,9.83,10.45,8.7
2026-09-04,29,CBBL,32.72,927.7,933.0,927.7,932.0,932.0,931.01,3931,930.5,3659805.3,80,1.5,5.3,0.16,0.57,0.11,923.36,935.66,1054.9,882.0
2026-09-04,30,CBBLPO,37.64,511.0,511.0,511.0,511.0,511.0,511.0,4414,511.0,2255554.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,390.0
2026-09-04,31,CBLD88,29.97,1160.6,1160.6,1160.6,1160.6,1160.6,1160.6,10,1155.0,11606.0,1,5.6,0.0,0.48,0.0,0.0,1218.45,1196.13,1325.0,1118.0
2026-09-04,32,CFCL,41.05,603.3,603.3,580.0,598.4,598.4,585.98,116315,635.0,68158258.6,572,-36.6,23.3,-5.76,4.02,2.08,579.96,559.14,699.0,445.1
2026-09-04,33,CGH,30.74,768.0,770.0,765.0,767.0,767.0,768.07,7006,768.0,5381107.5,34,-1.0,5.0,-0.13,0.65,-0.14,798.94,821.18,1035.0,748.0
2026-09-04,34,CHCL,26.59,377.0,380.0,368.0,370.2,370.2,370.7,137474,377.0,50962073.7,507,-6.8,12.0,-1.8,3.26,-0.14,481.84,481.43,525.0,350.0
2026-09-04,35,CHDC,29.58,2170.0,2185.0,2160.0,2179.0,2179.0,2169.43,2892,2167.0,6273978.3,61,12.0,25.0,0.55,1.16,0.44,2273.64,2303.16,2717.0,1967.0
