Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-08-13,1,ACLBSL,-,915.1,945.0,915.1,943.0,943.0,933.74,182,943.0,169941.3,12,0.0,29.9,0.0,3.27,0.98,962.57,963.89,1157.0,827.9
2026-08-13,2,ADBL,-,302.0,305.8,302.0,304.8,304.8,304.22,70052,304.0,21310989.8,105,0.8,3.8,0.26,1.26,0.19,311.56,308.18,340.0,285.2
2026-08-13,3,AHL,-,415.0,415.1,407.0,413.0,413.0,412.37,1853,416.5,764115.0,26,-3.5,8.1,-0.84,1.99,0.15,487.53,518.23,699.0,405.0
2026-08-13,4,AHPC,-,265.0,271.0,264.3,265.9,265.9,267.31,77596,264.0,20742388.9,207,1.9,6.7,0.72,2.53,-0.53,280.01,278.11,323.3,250.1
2026-08-13,5,AKJCL,-,364.0,369.8,361.1,363.0,363.0,363.99,229686,363.8,83602670.9,483,-0.8,8.7,-0.22,2.41,-0.27,378.78,326.21,461.4,172.9
2026-08-13,6,AKPL,-,256.5,258.0,251.1,255.9,255.9,255.27,68380,252.0,17455660.0,176,3.9,6.9,1.55,2.75,0.24,269.42,263.01,317.0,227.5
2026-08-13,7,ALBSL,-,1071.0,1165.0,1071.0,1125.0,1125.0,1116.37,13675,1114.0,15266312.2,120,11.0,94.0,0.99,8.78,0.77,1120.27,1123.91,1334.0,930.0
2026-08-13,8,ALICL,-,422.0,422.0,418.0,419.0,419.0,419.33,5207,418.0,2183439.2,50,1.0,4.0,0.24,0.96,-0.08,450.19,456.95,507.0,413.4
2026-08-13,9,ANLB,-,5200.0,5560.0,5200.0,5400.0,5400.0,5321.21,1587,5305.0,8444766.6,71,95.0,360.0,1.79,6.92,1.46,6151.55,6147.93,7560.0,5200.0
2026-08-13,10,APHL,-,810.0,821.9,806.0,810.0,810.0,811.66,5280,815.0,4285577.3,203,-5.0,15.9,-0.61,1.97,-0.21,0.0,0.0,1053.4,299.7
2026-08-13,11,API,-,333.9,337.8,328.0,331.6,331.6,331.2,164167,331.0,54371708.1,371,0.6,9.8,0.18,2.99,0.12,338.44,322.25,370.0,258.8
2026-08-13,12,AVYAN,-,1055.0,1091.0,1050.1,1089.0,1089.0,1076.63,10071,1060.0,10842773.5,118,29.0,40.9,2.74,3.89,1.14,1087.07,1045.82,1366.0,906.0
2026-08-13,13,BANDIPUR,-,678.0,693.9,678.0,685.5,685.5,687.11,18749,685.0,12882618.2,248,0.5,15.9,0.07,2.35,-0.23,827.39,822.93,1233.0,285.0
2026-08-13,14,BARUN,-,318.1,326.0,316.5,323.0,323.0,320.53,27331,317.5,8760517.9,131,5.5,9.5,1.73,3.0,0.76,343.75,341.65,401.5,292.1
2026-08-13,15,BBC,-,4200.0,4219.0,4162.0,4200.0,4200.0,4194.3,102,4200.0,427819.0,7,0.0,57.0,0.0,1.37,0.14,4593.93,4688.33,5600.0,3825.0
2026-08-13,16,BEDC,-,314.0,324.0,312.5,319.0,319.0,316.76,22277,316.0,7056354.7,114,3.0,11.5,0.95,3.68,0.7,399.65,450.97,774.9,303.1
2026-08-13,17,BFC,-,497.0,499.0,491.6,494.0,494.0,495.01,8753,493.9,4332808.3,69,0.1,7.4,0.02,1.51,-0.2,487.52,483.01,562.0,411.5
2026-08-13,18,BGWT,-,528.0,535.0,525.0,530.0,530.0,528.75,3018,537.6,1595757.7,53,-7.6,10.0,-1.41,1.9,0.24,670.95,704.76,944.0,516.1
2026-08-13,19,BHCL,-,486.2,495.0,486.2,488.6,488.6,489.93,16230,493.0,7951612.2,157,-4.4,8.8,-0.89,1.81,-0.27,544.93,539.11,699.0,292.1
2026-08-13,20,BHDC,-,422.2,435.0,422.1,431.0,431.0,426.83,5400,428.5,2304904.0,55,2.5,12.9,0.58,3.06,0.97,460.96,468.34,616.0,412.0
2026-08-13,21,BHL,-,208.0,215.0,207.7,212.0,212.0,211.93,193280,207.7,40961651.3,472,4.3,7.3,2.07,3.51,0.03,218.56,207.17,264.4,164.0
2026-08-13,22,BHPL,-,495.0,495.0,480.1,490.0,490.0,483.51,2861,485.0,1383335.9,39,5.0,14.9,1.03,3.1,1.32,530.43,551.73,820.0,449.0
2026-08-13,23,BJHL,-,683.0,689.0,675.0,687.0,687.0,680.68,8562,684.0,5827988.1,122,3.0,14.0,0.44,2.07,0.92,0.0,0.0,1305.0,270.1
2026-08-13,24,BNHC,-,267.6,287.0,267.6,286.0,286.0,284.03,14315,281.6,4065919.5,91,4.4,19.4,1.56,7.25,0.69,330.21,375.96,613.8,261.3
2026-08-13,25,BNT,-,11500.0,11899.0,11500.0,11899.0,11899.0,11805.29,157,11600.0,1853430.0,11,299.0,399.0,2.58,3.47,0.79,11712.01,11710.19,12760.0,10660.0
2026-08-13,26,BOKD86,-,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0,355,1145.0,394405.0,7,-34.0,0.0,-2.97,0.0,0.0,1080.03,1065.49,1145.0,1025.1
2026-08-13,27,BPCL,-,645.0,657.0,642.0,649.0,649.0,649.31,14205,655.0,9223514.6,118,-6.0,15.0,-0.92,2.34,-0.05,686.53,703.74,875.0,612.0
2026-08-13,28,BUNGAL,-,586.0,590.0,581.2,585.0,585.0,584.89,16109,588.0,9421975.6,175,-3.0,8.8,-0.51,1.51,0.02,643.43,637.82,895.0,302.4
2026-08-13,29,C30MF,-,10.0,10.0,10.0,10.0,10.0,10.0,200,10.0,2000.0,2,0.0,0.0,0.0,0.0,0.0,10.01,9.77,10.5,8.7
2026-08-13,30,CBBL,-,933.0,935.0,930.0,935.0,935.0,933.72,7611,933.0,7106531.9,90,2.0,5.0,0.21,0.54,0.14,923.36,941.74,1124.0,882.0
