Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-09-07,1,ACLBSL,34.62,899.0,899.0,878.0,886.0,886.0,885.86,835,894.9,739696.1,35,-8.9,21.0,-0.99,2.39,0.02,952.67,955.78,1095.0,827.9
2026-09-07,2,ADBL,39.13,311.8,311.8,295.1,300.0,300.0,299.66,28634,297.0,8580567.6,142,3.0,16.7,1.01,5.66,0.11,311.16,306.88,340.0,285.2
2026-09-07,3,AHL,35.2,366.0,375.8,360.0,360.0,360.0,362.28,4679,366.0,1695129.5,38,-6.0,15.8,-1.64,4.39,-0.63,470.46,500.22,699.0,358.0
2026-09-07,4,AHPC,37.6,248.2,254.9,248.2,253.3,253.3,252.38,44610,248.2,11258613.5,200,5.1,6.7,2.05,2.7,0.36,276.13,275.97,323.3,245.8
2026-09-07,5,AKJCL,34.98,357.3,357.3,340.0,340.6,340.6,342.55,116479,340.3,39899454.3,286,0.3,17.3,0.09,5.09,-0.57,376.11,339.34,461.4,172.9
2026-09-07,6,AKPL,41.37,246.0,250.0,243.5,250.0,250.0,247.98,77445,245.0,19205096.5,220,5.0,6.5,2.04,2.67,0.81,266.11,263.23,317.0,227.5
2026-09-07,7,ALBSL,42.69,1150.0,1150.0,1097.0,1102.1,1102.1,1108.73,13298,1190.0,14743885.4,158,-87.9,53.0,-7.39,4.83,-0.6,1118.99,1128.13,1334.0,930.0
2026-09-07,8,ALICL,38.72,397.0,405.0,397.0,402.0,402.0,401.76,10546,399.5,4236929.4,96,2.5,8.0,0.63,2.02,0.06,444.46,451.9,505.0,381.4
2026-09-07,9,ANLB,31.57,4880.0,5015.0,4880.0,4908.0,4908.0,4913.92,753,5023.5,3700179.6,26,-115.5,135.0,-2.3,2.77,-0.12,5997.13,6052.1,7560.0,4755.0
2026-09-07,10,APHL,32.49,670.0,695.0,670.0,690.0,690.0,688.78,6214,673.3,4280101.0,155,16.7,25.0,2.48,3.73,0.18,0.0,0.0,1053.4,299.7
2026-09-07,11,API,41.32,330.0,331.8,326.7,329.0,329.0,329.46,172177,326.1,56724828.9,423,2.9,5.1,0.89,1.56,-0.14,340.53,326.06,370.0,258.8
2026-09-07,12,AVYAN,31.3,988.0,1014.0,988.0,1002.0,1002.0,1008.14,972,1007.0,979913.0,29,-5.0,26.0,-0.5,2.63,-0.61,1092.07,1048.96,1366.0,906.0
2026-09-07,13,BANDIPUR,37.56,644.0,658.0,641.0,645.9,645.9,648.51,17005,644.0,11027939.0,315,1.9,17.0,0.3,2.65,-0.4,791.29,829.06,1233.0,285.0
2026-09-07,14,BARUN,39.32,314.9,314.9,308.1,312.0,312.0,311.71,20989,307.0,6542527.3,109,5.0,6.8,1.63,2.21,0.09,338.35,339.28,401.5,292.1
2026-09-07,15,BBC,35.09,4072.7,4089.0,4002.0,4076.0,4076.0,4053.43,87,4082.0,352648.0,11,-6.0,87.0,-0.15,2.17,0.55,4511.73,4617.99,5600.0,3825.0
2026-09-07,16,BEDC,36.08,286.0,288.0,282.0,287.0,287.0,284.85,6739,286.0,1919594.6,68,1.0,6.0,0.35,2.13,0.75,371.78,426.04,728.0,270.0
2026-09-07,17,BFC,36.97,455.4,463.5,447.0,450.0,450.0,451.96,24371,458.0,11014829.2,137,-8.0,16.5,-1.75,3.69,-0.44,486.57,482.24,562.0,411.5
