Date,#,Symbol,LTP,% Change,High,Low,Open,Qty.,Turnover,Page
2026-05-12,1,ACLBSL,951.0,-0.89,965.0,950.0,961.0,432,413431.1,1
2026-05-12,2,ADBL,310.0,-0.64,314.1,310.0,312.0,25054,7790921.9,1
2026-05-12,3,ADBLD83,1050.8,0.01,1050.8,1050.8,1050.8,15,15762.0,1
2026-05-12,4,AHL,508.0,-0.97,525.0,500.0,513.0,13604,6869660.6,1
2026-05-12,5,AHPC,280.0,-2.1,293.0,278.3,289.0,95316,26920747.6,1
2026-05-12,6,AKJCL,350.0,-4.63,372.0,345.0,367.0,323055,114948701.8,1
2026-05-12,7,AKPL,271.0,-1.81,279.0,270.0,275.0,126959,34747083.8,1
2026-05-12,8,ALBSL,1112.0,-0.6,1141.0,1092.1,1141.0,4952,5451472.2,1
2026-05-12,9,ALICL,454.0,-0.98,460.0,453.0,455.0,25062,11423150.5,1
2026-05-12,10,ANLB,6065.0,-6.11,6266.2,5919.0,6266.2,841,5009716.7,1
2026-05-12,11,API,345.0,-1.15,366.4,343.0,366.4,294922,102620161.5,1
2026-05-12,12,AVYAN,1128.0,-1.83,1152.0,1103.0,1150.0,7756,8759547.7,1
2026-05-12,13,BANDIPUR,807.0,-3.35,845.0,801.0,835.0,34910,28493246.1,1
2026-05-12,14,BARUN,343.0,-2.47,358.0,340.0,358.0,63164,21795104.4,1
2026-05-12,15,BBC,4733.1,-2.39,4948.0,4731.0,4900.0,575,2752284.0,1
2026-05-12,16,BEDC,368.5,-3.03,399.0,364.0,399.0,53780,20105073.6,1
2026-05-12,17,BFC,456.0,-2.56,474.9,456.0,474.9,7617,3536690.4,1
2026-05-12,18,BGWT,653.5,-2.75,675.0,650.0,675.0,2210,1452222.1,1
2026-05-12,19,BHCL,516.0,-1.62,530.0,504.2,525.0,33693,17393893.3,1
2026-05-12,20,BHDC,466.0,-1.89,475.0,466.0,475.0,8743,4090726.3,1
2026-05-12,21,BHL,222.0,-2.2,231.4,221.0,230.0,218140,49182616.8,1
2026-05-12,22,BHPL,521.0,-2.07,537.0,521.0,532.0,7154,3784728.2,1
2026-05-12,23,BJHL,975.0,-3.94,1025.0,969.0,1013.0,16202,16090469.8,1
2026-05-12,24,BNHC,326.5,-2.68,338.0,326.2,338.0,8500,2799032.8,1
2026-05-12,25,BNT,11695.0,-0.03,11950.0,11695.0,11799.0,76,897135.0,1
2026-05-12,26,BPCL,668.0,-2.34,718.2,665.1,718.2,48243,32818304.0,1
2026-05-12,27,BUNGAL,583.0,-2.02,610.0,570.0,600.0,19837,11626699.8,1
2026-05-12,28,C30MF,10.02,0.2,10.28,10.0,10.27,7758,78669.24,1
2026-05-12,29,CBBL,919.0,-0.43,930.0,915.0,929.9,17323,15973010.6,1
2026-05-12,30,CBLD88,1191.1,0.68,1191.1,1187.1,1187.1,50,59455.0,1
