Date,#,Symbol,LTP,% Change,High,Low,Open,Qty.,Turnover
2026-06-30,1,ACLBSL,930.0,0.0,938.0,915.0,938.0,1013,930402.0
2026-06-30,2,ADBL,302.0,0.0,305.0,301.0,302.0,14556,4396078.6
2026-06-30,3,ADBLD83,1079.9,0.0,1079.9,1079.9,1079.9,25,26997.5
2026-06-30,4,AHL,448.8,0.0,470.0,435.0,470.0,4653,2043522.0
2026-06-30,5,AHPC,261.0,0.0,264.0,260.0,260.1,74273,19370918.6
2026-06-30,6,AKJCL,360.0,0.0,363.1,357.0,357.9,275111,98901287.4
2026-06-30,7,AKPL,252.5,0.0,255.0,252.1,255.0,71324,18054174.8
2026-06-30,8,ALBSL,1075.0,0.0,1150.0,1040.0,1040.0,4809,5125432.5
2026-06-30,9,ALICL,434.8,0.0,436.9,430.0,430.0,18840,8198638.5
2026-06-30,10,ANLB,5882.0,0.0,5882.0,5711.6,5714.0,372,2143150.6
2026-06-30,11,APHL,849.9,0.0,855.0,788.0,812.3,27374,22885217.4
2026-06-30,12,API,331.7,0.0,334.8,329.9,333.0,190230,62932069.0
2026-06-30,13,AVYAN,1044.7,0.0,1045.0,1032.2,1043.0,706,734330.0
2026-06-30,14,BANDIPUR,722.0,0.0,750.9,710.6,710.6,19129,14012122.3
2026-06-30,15,BARUN,314.0,0.0,320.0,314.0,319.5,20598,6512462.9
2026-06-30,16,BBC,4162.0,0.0,4261.0,4141.0,4141.0,193,809019.0
2026-06-30,17,BEDC,325.0,0.0,339.8,314.9,314.9,41942,13784301.3
2026-06-30,18,BFC,492.1,0.0,509.5,486.2,504.5,26201,13004815.9
2026-06-30,19,BGWT,587.1,0.0,617.9,585.0,604.0,1429,840178.7
2026-06-30,20,BHCL,536.0,0.0,550.0,529.0,545.0,21900,11716034.1
2026-06-30,21,BHDC,433.3,0.0,439.0,433.1,439.0,10529,4581143.2
2026-06-30,22,BHL,206.2,0.0,209.9,205.1,209.9,74056,15279457.7
2026-06-30,23,BHPL,490.0,0.0,503.0,490.0,503.0,9049,4462554.7
2026-06-30,24,BJHL,790.2,0.0,824.0,777.1,777.1,5826,4628354.6
2026-06-30,25,BNHC,312.0,0.0,314.0,306.1,306.1,2983,928940.4
2026-06-30,26,BNL,14301.8,0.0,14301.8,14301.8,14301.8,10,143018.0
2026-06-30,27,BOKD86,1085.0,0.0,1085.0,1080.0,1080.0,60,65050.0
2026-06-30,28,BPCL,636.0,0.0,649.0,636.0,649.0,16893,10770597.7
2026-06-30,29,BUNGAL,639.0,0.0,705.0,625.7,705.0,45755,30142504.2
2026-06-30,30,C30MF,9.96,0.0,9.96,9.94,9.94,400,3980.0
2026-06-30,31,CBBL,906.5,0.0,911.0,905.0,910.0,20142,18271835.9
2026-06-30,32,CBLD88,1200.0,0.0,1200.0,1200.0,1200.0,25,30000.0
2026-06-30,33,CCBD88,1271.0,0.0,1271.0,1265.0,1265.0,245,311050.0
2026-06-30,34,CFCL,592.0,0.0,618.5,590.0,607.5,73934,44498713.5
2026-06-30,35,CGH,764.0,0.0,770.0,761.0,765.0,7118,5452529.9
2026-06-30,36,CHCL,472.5,0.0,477.0,472.0,477.0,11763,5576900.8
2026-06-30,37,CHDC,2115.0,0.0,2164.9,2100.1,2164.9,22019,46475271.2
2026-06-30,38,CHL,261.9,0.0,263.5,258.0,260.9,10171,2637198.0
2026-06-30,39,CIT,1685.9,0.0,1791.0,1680.0,1700.0,9520,16178543.0
2026-06-30,40,CITY,404.0,0.0,420.0,398.0,420.0,87210,35288899.0
2026-06-30,41,CIZBD86,1180.0,0.0,1251.0,1180.0,1214.6,110,133690.0
2026-06-30,42,CIZBD90,1202.8,0.0,1246.3,1202.8,1240.0,150,185227.5
2026-06-30,43,CKHL,599.0,0.0,599.0,586.0,586.1,291,170717.0
2026-06-30,44,CLI,443.0,0.0,449.0,441.1,442.0,11086,4907963.9
2026-06-30,45,CMF2,9.87,0.0,9.88,9.87,9.87,5100,50384.0
2026-06-30,46,CORBL,1899.0,0.0,1900.0,1630.2,1660.0,7961,13593402.9
2026-06-30,47,CREST,1192.0,0.0,1256.7,1171.2,1256.7,6097,7155729.8
2026-06-30,48,CSY,9.35,0.0,9.35,9.02,9.12,5153,47221.83
2026-06-30,49,CYCL,1357.0,0.0,1390.0,1350.0,1385.0,862,1175948.4
2026-06-30,50,CZBIL,194.0,0.0,197.9,190.2,194.0,30137,5862800.7
2026-06-30,51,DDBL,817.0,0.0,827.0,816.2,821.0,9727,7964806.8
2026-06-30,52,DHEL,567.0,0.0,610.0,567.0,610.0,11477,6660032.2
2026-06-30,53,DHPL,279.0,0.0,279.9,273.1,277.3,2677,738027.4
2026-06-30,54,DLBS,1349.0,0.0,1349.0,1207.0,1349.0,3324,4238426.0
2026-06-30,55,DOLTI,330.5,0.0,344.0,330.0,344.0,24835,8280920.8
2026-06-30,56,DORDI,242.0,0.0,248.0,240.0,248.0,27955,6758329.6
2026-06-30,57,EBL,694.0,0.0,700.0,692.0,700.0,28812,20022485.4
2026-06-30,58,EBLD85,1160.0,0.0,1194.0,1160.0,1194.0,190,223420.0
2026-06-30,59,EBLD86,1101.0,0.0,1101.0,1101.0,1101.0,25,27525.0
2026-06-30,60,EBLD91,1090.0,0.0,1090.0,1090.0,1090.0,50,54500.0
2026-06-30,61,EDBL,553.4,0.0,560.0,550.1,558.0,5033,2785822.4
2026-06-30,62,EHPL,373.0,0.0,385.0,365.0,385.0,15024,5613542.5
2026-06-30,63,ENL,820.0,0.0,830.0,820.0,830.0,230,189715.0
2026-06-30,64,FMDBL,762.8,0.0,767.0,760.0,767.0,5475,4167792.8
2026-06-30,65,FOWAD,960.0,0.0,970.0,955.0,970.0,3275,3149713.7
2026-06-30,66,GBBD85,1080.0,0.0,1080.0,1070.1,1070.1,45,48402.0
2026-06-30,67,GBBL,399.0,0.0,403.0,399.0,402.0,16329,6535277.5
2026-06-30,68,GBILD84/85,1128.0,0.0,1155.0,1128.0,1145.0,1200,1379810.0
2026-06-30,69,GBIME,238.0,0.0,246.0,238.0,246.0,117471,28043991.4
2026-06-30,70,GBIMESY2,9.21,0.0,9.21,9.1,9.1,300,2752.0
2026-06-30,71,GBLBS,748.8,0.0,761.0,730.3,740.1,4435,3293090.2
2026-06-30,72,GCIL,349.0,0.0,355.0,348.0,355.0,20739,7257164.1
2026-06-30,73,GFCL,650.0,0.0,658.0,610.0,622.1,20482,12774553.0
2026-06-30,74,GHL,215.5,0.0,222.9,215.0,222.0,57759,12546705.0
2026-06-30,75,GIBF1,10.7,0.0,10.7,10.55,10.55,2900,30835.0
2026-06-30,76,GILB,1076.0,0.0,1158.7,1075.0,1110.0,2053,2317460.0
2026-06-30,77,GLBSL,1838.8,0.0,1850.0,1754.0,1798.0,1770,3227251.0
2026-06-30,78,GLH,248.1,0.0,254.8,248.1,250.0,23802,5955742.3
2026-06-30,79,GMFBS,1218.0,0.0,1247.0,1180.4,1247.0,236,282211.3
2026-06-30,80,GMFIL,459.0,0.0,469.6,450.0,450.0,6735,3097283.0
2026-06-30,81,GMLI,1146.8,0.0,1164.0,1146.7,1146.7,1238,1423583.5
2026-06-30,82,GRDBL,1027.9,0.0,1061.0,972.0,972.0,3045,3113275.6
2026-06-30,83,GSY,9.8,0.0,10.0,9.52,9.8,21500,214748.0
2026-06-30,84,GUFL,535.0,0.0,548.0,535.0,541.0,7443,4012041.9
2026-06-30,85,GVL,465.8,0.0,472.0,465.1,471.0,6598,3078481.1
2026-06-30,86,GWFD83,1117.0,0.0,1117.0,1116.0,1116.0,150,167500.0
2026-06-30,87,H8020,11.35,0.0,11.78,11.11,11.11,502900,5716310.54
2026-06-30,88,HATHY,687.0,0.0,720.0,683.8,720.0,9658,6672121.6
2026-06-30,89,HBL,191.1,0.0,193.0,191.0,192.0,25063,4796976.6
2026-06-30,90,HBLD86,1200.0,0.0,1200.1,1200.0,1200.0,245,294007.5
2026-06-30,91,HDHPC,202.5,0.0,207.0,202.0,206.0,74856,15284151.0
2026-06-30,92,HDL,1141.0,0.0,1154.0,1140.0,1154.0,18147,20722340.0
2026-06-30,93,HEI,535.0,0.0,550.0,525.0,525.0,8078,4342105.0
2026-06-30,94,HEIP,321.0,0.0,322.0,320.7,320.7,540,173202.0
2026-06-30,95,HFIN,721.0,0.0,743.8,721.0,729.0,20249,14660684.9
2026-06-30,96,HHL,332.0,0.0,345.0,330.0,336.0,24009,8022108.2
2026-06-30,97,HIDCL,250.0,0.0,252.8,248.9,252.8,36176,9041263.8
2026-06-30,98,HIDCLP,185.1,0.0,188.0,185.1,186.0,122586,22790861.7
2026-06-30,99,HIMSTAR,751.0,0.0,795.0,739.2,740.0,6351,4826004.5
2026-06-30,100,HLBSL,873.9,0.0,886.0,849.1,849.1,1743,1484233.4
2026-06-30,101,HLI,319.8,0.0,324.0,318.0,322.5,40405,12956894.0
2026-06-30,102,HLICF,8.69,0.0,8.95,8.5,8.7,2000,17369.0
2026-06-30,103,HPPL,358.0,0.0,359.8,353.0,355.0,31914,11401083.0
2026-06-30,104,HRL,571.0,0.0,610.0,570.0,610.0,60645,34850902.4
2026-06-30,105,HURJA,229.0,0.0,232.0,225.1,226.1,33676,7743973.6
2026-06-30,106,ICFC,605.0,0.0,612.0,601.2,609.0,11261,6807963.3
2026-06-30,107,ICFCD88,1143.0,0.0,1143.0,1143.0,1143.0,10,11430.0
2026-06-30,108,ICFCD89,1098.3,0.0,1135.0,1095.0,1095.0,565,624999.5
2026-06-30,109,IGI,431.9,0.0,446.5,428.1,446.5,7898,3396755.9
2026-06-30,110,IHL,353.0,0.0,365.0,350.0,365.0,11861,4206554.5
2026-06-30,111,ILBS,884.0,0.0,885.0,866.0,871.0,2911,2526582.3
2026-06-30,112,ILI,419.0,0.0,420.0,415.0,415.0,4671,1950250.8
2026-06-30,113,JBBD87,1122.0,0.0,1122.0,1122.0,1122.0,100,112200.0
2026-06-30,114,JBBL,334.8,0.0,338.0,334.0,336.0,16149,5412759.4
2026-06-30,115,JBLB,1236.0,0.0,1250.0,1236.0,1244.1,5868,7284739.6
2026-06-30,116,JFL,397.0,0.0,399.0,394.0,397.0,4720,1868624.2
2026-06-30,117,JHAPA,1287.0,0.0,1317.0,1261.0,1280.0,2805,3607724.4
2026-06-30,118,JOSHI,259.6,0.0,260.0,255.0,259.0,10309,2657024.2
2026-06-30,119,JSLBB,1011.0,0.0,1019.0,1000.1,1000.2,311,314189.0
2026-06-30,120,KBL,204.2,0.0,208.0,204.0,208.0,161059,33017828.6
2026-06-30,121,KBLD86,1180.0,0.0,1180.0,1180.0,1180.0,50,59000.0
2026-06-30,122,KBLD89,1251.0,0.0,1287.0,1251.0,1287.0,275,346650.0
2026-06-30,123,KBLD90,1206.2,0.0,1215.0,1203.2,1203.2,128,154853.6
2026-06-30,124,KBSH,1285.0,0.0,1295.0,1150.0,1295.0,568,697278.4
2026-06-30,125,KDBY,10.79,0.0,10.9,10.7,10.78,734450,7860854.0
2026-06-30,126,KDL,750.1,0.0,767.9,750.0,763.5,2672,2027047.0
2026-06-30,127,KEF,10.52,0.0,10.65,10.51,10.51,3500,36828.0
2026-06-30,128,KHPL,843.1,0.0,890.0,836.0,836.0,12498,10666976.2
2026-06-30,129,KKHC,250.0,0.0,266.0,239.7,245.4,98170,24370785.3
2026-06-30,130,KMCDB,816.9,0.0,823.0,777.7,823.0,6047,4772139.7
2026-06-30,131,KPCL,465.0,0.0,472.0,465.0,471.2,6943,3247857.5
2026-06-30,132,KSBBL,469.0,0.0,472.0,466.1,470.1,13598,6380469.0
2026-06-30,133,KSY,9.65,0.0,9.67,9.65,9.65,500,4827.0
2026-06-30,134,LBBL,473.9,0.0,475.0,472.3,475.0,29360,13911543.6
2026-06-30,135,LBBLD89,1302.9,0.0,1302.9,1302.9,1302.9,25,32572.5
2026-06-30,136,LBLD88,1085.0,0.0,1085.0,1085.0,1085.0,25,27125.0
2026-06-30,137,LEC,207.5,0.0,211.8,206.0,211.0,72140,14994181.8
2026-06-30,138,LICN,793.0,0.0,799.0,790.0,790.0,4015,3190994.0
2026-06-30,139,LLBS,920.0,0.0,920.0,920.0,920.0,10,9200.0
2026-06-30,140,LSL,213.6,0.0,222.1,212.3,222.1,84181,18071095.7
2026-06-30,141,LUK,10.01,0.0,10.18,10.0,10.0,11900,119121.0
2026-06-30,142,LVF2,10.19,0.0,10.19,10.0,10.0,14940,149900.6
2026-06-30,143,MABEL,630.0,0.0,650.0,622.1,643.5,9451,6009224.0
2026-06-30,144,MAKAR,465.0,0.0,478.9,463.0,466.0,2007,941684.0
2026-06-30,145,MANDU,805.0,0.0,824.0,791.0,810.0,2469,1979128.0
2026-06-30,146,MATRI,850.0,0.0,879.7,850.0,850.0,702,601631.8
2026-06-30,147,MBJC,272.4,0.0,288.8,270.1,288.8,14315,3900972.1
2026-06-30,148,MBL,240.0,0.0,242.0,239.0,241.0,44137,10601687.5
2026-06-30,149,MBLEF,9.96,0.0,10.09,9.93,9.93,3100,30913.0
2026-06-30,150,MCHL,288.2,0.0,297.0,288.1,288.1,5630,1636848.5
2026-06-30,151,MDB,580.0,0.0,584.9,578.6,582.0,14151,8212030.8
2026-06-30,152,MEHL,327.9,0.0,336.0,325.0,330.0,2521,824880.0
2026-06-30,153,MEL,219.0,0.0,223.0,216.2,216.2,13520,2954939.8
2026-06-30,154,MEN,570.0,0.0,576.0,568.0,574.5,68774,39230010.0
2026-06-30,155,MERO,699.6,0.0,700.0,690.2,695.1,1409,979331.1
2026-06-30,156,MFIL,772.0,0.0,795.4,736.8,736.8,31384,24578854.0
2026-06-30,157,MHCL,330.0,0.0,330.0,325.2,330.0,4110,1343710.7
2026-06-30,158,MHL,460.0,0.0,477.0,452.3,461.0,7842,3585194.5
2026-06-30,159,MHNL,239.4,0.0,243.3,233.0,240.2,19091,4530510.1
2026-06-30,160,MKCL,1090.0,0.0,1090.0,1070.0,1090.0,1191,1277429.1
2026-06-30,161,MKHC,297.0,0.0,304.0,295.6,295.6,16151,4808734.8
2026-06-30,162,MKHL,467.0,0.0,475.0,467.0,468.1,4632,2180050.9
2026-06-30,163,MKJC,456.1,0.0,462.0,456.1,462.0,4842,2215564.0
2026-06-30,164,MLBBL,1135.0,0.0,1150.0,1130.0,1141.0,2158,2448877.0
2026-06-30,165,MLBL,352.0,0.0,355.9,349.0,355.9,24329,8520605.9
2026-06-30,166,MLBLD89,1296.4,0.0,1296.4,1296.4,1296.4,10,12964.0
2026-06-30,167,MLBS,1169.5,0.0,1169.5,1131.0,1131.0,177,203246.0
2026-06-30,168,MLBSL,1713.0,0.0,1725.0,1700.0,1700.0,374,640753.0
2026-06-30,169,MMF1,9.7,0.0,10.15,9.35,9.35,10350,99901.0
2026-06-30,170,MMKJL,467.0,0.0,470.1,466.0,470.1,2150,1005466.0
2026-06-30,171,MNBBL,362.5,0.0,365.1,362.0,365.0,24239,8794665.8
2026-06-30,172,MNMF1,9.75,0.0,9.76,9.75,9.76,1100,10726.0
2026-06-30,173,MPFL,605.0,0.0,611.8,600.0,600.0,29052,17616017.5
2026-06-30,174,MSHL,585.0,0.0,593.0,579.7,591.5,2129,1246323.4
2026-06-30,175,MSLB,1245.0,0.0,1248.0,1205.1,1220.0,578,703263.1
2026-06-30,176,NABBC,770.0,0.0,784.8,760.3,780.0,1550,1200818.0
2026-06-30,177,NABIL,521.9,0.0,527.0,520.2,526.0,24993,13042964.4
2026-06-30,178,NABILD2089,1060.0,0.0,1090.0,1090.0,1090.0,27,29370.0
2026-06-30,179,NABILD87,1125.1,0.0,1125.1,1125.1,1125.1,25,28127.5
2026-06-30,180,NADEP,711.0,0.0,724.0,710.0,710.1,967,688434.0
2026-06-30,181,NBF2,10.05,0.0,10.15,9.9,9.9,1920,19237.0
2026-06-30,182,NBF3,10.15,0.0,10.15,9.75,9.81,108340,1080110.7
2026-06-30,183,NBL,262.2,0.0,265.0,260.3,265.0,38827,10160904.6
2026-06-30,184,NBLD87,1086.4,0.0,1120.0,1120.0,1120.0,5,5432.0
2026-06-30,185,NESDO,1528.0,0.0,1530.0,1500.0,1530.0,644,974570.0
2026-06-30,186,NFS,566.0,0.0,579.9,565.1,579.9,4664,2648661.4
2026-06-30,187,NGPL,402.9,0.0,408.0,401.0,408.0,84495,34051514.0
2026-06-30,188,NHDL,636.0,0.0,636.0,625.1,625.1,8364,5298823.4
2026-06-30,189,NHPC,255.0,0.0,264.8,250.0,264.8,205607,52704251.2
2026-06-30,190,NIBD84,1065.0,0.0,1065.0,1051.3,1051.3,155,164315.0
2026-06-30,191,NIBLGF,9.31,0.0,9.5,9.25,9.5,1900,17692.0
2026-06-30,192,NIBLSTF,9.31,0.0,9.31,8.89,8.89,1200,10828.0
2026-06-30,193,NIBSF2,9.2,0.0,9.2,9.0,9.0,7900,71150.0
2026-06-30,194,NICA,327.1,0.0,330.0,325.0,330.0,30707,10028860.7
2026-06-30,195,NICAD2091,1061.0,0.0,1066.0,1060.0,1060.0,225,238750.0
2026-06-30,196,NICBF,9.08,0.0,9.08,9.08,9.08,200,1816.0
2026-06-30,197,NICD88,1079.0,0.0,1085.0,1079.0,1085.0,155,167900.5
2026-06-30,198,NICFC,9.1,0.0,9.28,9.01,9.02,2950,26947.5
2026-06-30,199,NICGF2,9.12,0.0,9.19,9.1,9.1,7900,71976.0
2026-06-30,200,NICL,513.7,0.0,530.0,511.1,521.0,7677,3931519.2
2026-06-30,201,NICLBSL,546.1,0.0,558.0,546.1,550.1,6071,3337050.2
2026-06-30,202,NICSF,9.3,0.0,9.5,9.25,9.3,32650,303760.0
2026-06-30,203,NIFRA,247.2,0.0,249.9,245.5,249.0,52807,13030004.7
2026-06-30,204,NIFRAGED,1041.1,0.0,1041.4,1041.1,1041.4,80,83439.5
2026-06-30,205,NIFRAUR85/86,1065.0,0.0,1065.0,1065.0,1065.0,40,42600.0
2026-06-30,206,NIL,609.0,0.0,617.0,603.1,610.1,3689,2246563.9
2026-06-30,207,NIMB,190.0,0.0,194.0,189.0,190.0,134717,25580787.0
2026-06-30,208,NIMBPO,145.0,0.0,145.0,142.0,144.0,17026,2448249.0
2026-06-30,209,NLG,580.0,0.0,583.0,572.0,582.0,6598,3796934.7
2026-06-30,210,NLIC,737.0,0.0,745.0,735.0,744.0,26169,19352622.6
2026-06-30,211,NLICL,574.0,0.0,574.0,560.1,567.0,7644,4342747.3
2026-06-30,212,NMB,235.5,0.0,240.0,235.0,240.0,28083,6614964.2
2026-06-30,213,NMB50,10.18,0.0,10.18,10.18,10.18,100,1018.0
2026-06-30,214,NMBHF2,9.74,0.0,9.75,9.52,9.52,7100,68742.0
2026-06-30,215,NMBMF,619.9,0.0,619.9,605.4,616.0,1101,669082.9
2026-06-30,216,NMFBS,1114.0,0.0,1115.0,1101.0,1101.2,2620,2892350.5
2026-06-30,217,NMIC,945.0,0.0,960.1,945.0,952.0,1528,1453817.5
2026-06-30,218,NMLBBL,546.6,0.0,558.0,541.1,558.0,7457,4066913.1
2026-06-30,219,NRIC,919.0,0.0,942.0,916.0,935.0,25082,23219622.2
2026-06-30,220,NRM,321.1,0.0,336.0,320.0,328.0,8787,2847217.9
2026-06-30,221,NRN,1412.5,0.0,1485.7,1390.0,1485.7,68301,96125990.3
2026-06-30,222,NSIF2,10.65,0.0,10.65,10.55,10.57,62900,663827.6
2026-06-30,223,NSY,9.28,0.0,9.49,9.0,9.0,5940,55027.4
2026-06-30,224,NTC,843.0,0.0,843.1,840.0,843.0,6339,5339521.2
2026-06-30,225,NUBL,617.0,0.0,635.0,617.0,635.0,3837,2385020.0
2026-06-30,226,NWCL,719.0,0.0,727.5,719.0,727.4,1919,1387315.4
2026-06-30,227,NYADI,376.0,0.0,377.9,370.2,370.2,3248,1218892.4
2026-06-30,228,OHL,672.0,0.0,672.0,660.0,660.5,1518,1007017.2
2026-06-30,229,OMPL,975.0,0.0,1007.0,960.0,1007.0,6112,5976298.4
2026-06-30,230,PBD85,1069.1,0.0,1069.1,1069.1,1069.1,25,26727.5
2026-06-30,231,PBD88,1220.0,0.0,1245.0,1215.0,1215.0,75,92000.0
2026-06-30,232,PBLD84,1093.0,0.0,1093.1,1093.0,1093.1,14365,15700950.0
2026-06-30,233,PCBL,232.4,0.0,236.0,231.0,231.0,34867,8081334.8
2026-06-30,234,PCIL,639.0,0.0,670.0,638.0,660.0,39939,25910459.6
2026-06-30,235,PFL,363.7,0.0,365.0,356.0,365.0,4839,1748634.4
2026-06-30,236,PHCL,292.1,0.0,299.0,292.0,296.0,49849,14730179.1
2026-06-30,237,PMHPL,314.0,0.0,320.0,310.1,311.2,2479,773778.9
2026-06-30,238,PMLI,444.0,0.0,455.0,442.3,450.2,9681,4311236.4
2026-06-30,239,PPCL,337.0,0.0,356.3,335.0,356.3,19438,6535558.8
2026-06-30,240,PPL,319.0,0.0,327.0,311.6,311.6,15094,4859803.6
2026-06-30,241,PRIN,679.7,0.0,699.0,672.0,699.0,7156,4831351.9
2026-06-30,242,PROFL,425.2,0.0,449.9,425.2,449.9,6503,2811916.2
2026-06-30,243,PRSF,12.47,0.0,12.79,12.47,12.5,3800,47613.0
2026-06-30,244,PRVU,187.2,0.0,191.7,187.0,189.0,55501,10430839.5
2026-06-30,245,PSF,11.7,0.0,11.8,11.65,11.66,9900,115656.0
2026-06-30,246,PURE,802.0,0.0,845.0,802.0,845.0,5000,4112701.6
2026-06-30,247,RADHI,700.0,0.0,712.5,697.1,712.3,35098,24679831.4
2026-06-30,248,RAWA,446.6,0.0,455.0,430.0,430.0,26799,11819828.4
2026-06-30,249,RBBD83,1038.0,0.0,1038.0,1038.0,1038.0,40,41520.0
2026-06-30,250,RBBF40,9.3,0.0,9.47,9.16,9.2,2100,19374.0
2026-06-30,251,RBCL,14200.0,0.0,14200.0,14015.0,14200.0,35,495150.0
2026-06-30,252,RBCLPO,11777.6,0.0,11777.6,11110.0,11225.0,140,1578222.0
2026-06-30,253,RFPL,336.6,0.0,350.0,336.6,346.1,20642,7101011.2
2026-06-30,254,RHGCL,263.9,0.0,266.0,257.1,257.1,14224,3728506.3
2026-06-30,255,RHPL,260.0,0.0,262.0,258.3,260.0,17229,4474269.7
2026-06-30,256,RIDI,326.9,0.0,332.5,313.5,313.5,97236,31963354.9
2026-06-30,257,RLEL,851.0,0.0,858.0,841.0,842.1,11107,9441642.9
2026-06-30,258,RLFL,460.9,0.0,475.8,460.0,462.0,55032,25617019.5
2026-06-30,259,RMF1,9.8,0.0,9.99,9.71,9.71,1487,14580.77
2026-06-30,260,RMF2,10.0,0.0,10.0,10.0,10.0,300,3000.0
2026-06-30,261,RNLI,444.1,0.0,447.4,444.1,444.6,9182,4086297.3
2026-06-30,262,RSDC,638.0,0.0,640.0,632.0,632.4,4298,2721648.1
2026-06-30,263,RSML,3189.0,0.0,3190.0,3110.0,3110.0,22936,72313568.8
2026-06-30,264,RSY,10.0,0.0,10.3,9.71,9.71,2300,22925.0
2026-06-30,265,RURU,637.0,0.0,639.0,635.1,639.0,3418,2175359.3
2026-06-30,266,SABBL,979.0,0.0,990.0,956.3,956.3,4816,4709211.0
2026-06-30,267,SADBL,398.0,0.0,402.0,396.4,402.0,115722,46221148.1
2026-06-30,268,SAGAR,1526.0,0.0,1529.0,1479.0,1480.0,3551,5366269.8
2026-06-30,269,SAGF,10.07,0.0,10.1,10.05,10.05,1270,12816.0
2026-06-30,270,SAHAS,630.2,0.0,644.0,630.2,641.9,99717,63326621.7
2026-06-30,271,SAIL,878.0,0.0,935.0,874.0,913.0,28256,25446907.8
2026-06-30,272,SALICO,597.0,0.0,597.0,589.1,591.0,2528,1494847.7
2026-06-30,273,SANIMA,349.0,0.0,352.0,348.9,352.0,70248,24615882.1
2026-06-30,274,SANVI,613.5,0.0,635.0,607.0,607.0,19886,12269938.1
2026-06-30,275,SAPDBL,786.3,0.0,915.0,780.0,780.0,30782,24576127.9
2026-06-30,276,SARBTM,804.0,0.0,810.0,801.3,810.0,6172,4963698.3
2026-06-30,277,SBCF,10.0,0.0,10.1,9.8,10.0,20350,204266.0
2026-06-30,278,SBD87,1088.0,0.0,1088.1,1088.0,1088.1,125,136002.5
2026-06-30,279,SBI,385.1,0.0,391.5,385.1,390.1,22923,8919292.3
2026-06-30,280,SBID2090,1068.0,0.0,1101.0,1101.0,1101.0,4,4272.0
2026-06-30,281,SBID83,1085.0,0.0,1085.0,1085.0,1085.0,205,222425.0
2026-06-30,282,SBL,387.1,0.0,390.0,387.1,388.4,344827,133904148.5
2026-06-30,283,SBLD2091,1080.0,0.0,1080.0,1055.0,1055.0,125,134375.0
