Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-08-25,1,ACLBSL,-,901.0,901.0,890.1,892.0,892.0,893.72,397,909.0,354808.1,14,-17.0,10.9,-1.87,1.22,-0.19,957.69,960.32,1130.0,827.9
2026-08-25,2,ADBL,-,300.0,300.0,298.6,298.8,298.8,298.9,20967,299.5,6267011.3,115,-0.7,1.4,-0.23,0.47,-0.03,311.96,307.64,340.0,285.2
2026-08-25,3,AHL,-,397.0,398.0,387.4,398.0,398.0,391.55,2240,397.9,877081.4,31,0.1,10.6,0.03,2.74,1.62,479.03,509.27,699.0,387.0
2026-08-25,4,AHPC,-,260.0,260.0,257.1,257.5,257.5,257.97,66248,259.7,17089668.4,221,-2.2,2.9,-0.85,1.13,-0.18,278.77,277.31,323.3,250.1
2026-08-25,5,AKJCL,-,349.0,355.0,344.6,347.1,347.1,349.09,280618,346.0,97961677.5,495,1.1,10.4,0.32,3.02,-0.57,377.93,333.55,461.4,172.9
2026-08-25,6,AKPL,-,258.0,258.0,245.0,247.0,247.0,246.12,40708,247.0,10019011.4,152,0.0,13.0,0.0,5.31,0.36,268.33,263.38,317.0,227.5
2026-08-25,7,ALBSL,-,1067.0,1130.0,1067.0,1100.0,1100.0,1095.12,10355,1100.0,11339967.9,55,0.0,63.0,0.0,5.9,0.44,1120.65,1127.91,1334.0,930.0
2026-08-25,8,ALICL,-,418.5,418.5,409.1,410.6,410.6,411.32,19149,413.0,7876293.0,100,-2.4,9.4,-0.58,2.3,-0.17,448.33,455.22,507.0,409.1
2026-08-25,9,ANLB,-,5000.0,5110.0,5000.0,5085.0,5085.0,5040.16,294,5119.0,1481808.0,19,-34.0,110.0,-0.66,2.2,0.88,6078.95,6103.53,7560.0,4956.0
2026-08-25,10,APHL,-,693.0,716.0,693.0,694.0,694.0,699.22,7496,704.6,5241325.6,192,-10.6,23.0,-1.5,3.32,-0.75,0.0,0.0,1053.4,299.7
