Date,#,Symbol,Conf.,Open,High,Low,Close,LTP,VWAP,Qty.,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-09-01,1,ACLBSL,31.78,892.0,900.0,871.1,888.9,888.9,878.65,272,892.4,238992.5,13,-3.5,28.9,-0.39,3.32,1.15,955.07,957.8,1095.0,827.9
2026-09-01,2,ADBL,31.14,295.5,299.0,293.1,297.0,297.0,295.65,19954,295.5,5899356.0,128,1.5,5.9,0.51,2.01,0.46,311.58,307.14,340.0,285.2
2026-09-01,3,AHL,24.24,358.0,374.0,358.0,373.8,373.8,363.33,905,369.0,328809.2,27,4.8,16.0,1.3,4.47,2.8,474.91,504.22,699.0,358.0
2026-09-01,4,AHPC,30.77,247.6,251.7,246.5,247.5,247.5,248.62,93971,247.5,23363119.1,251,0.0,5.2,0.0,2.11,-0.45,277.46,276.54,323.3,246.5
2026-09-01,5,AKJCL,34.0,332.1,346.0,332.1,342.6,342.6,342.53,302525,336.9,103623644.1,583,5.7,13.9,1.69,4.19,0.02,376.94,336.82,461.4,172.9
2026-09-01,6,AKPL,32.68,240.0,244.0,237.0,242.5,242.5,241.52,52815,241.0,12756095.6,142,1.5,7.0,0.62,2.95,0.4,267.21,263.25,317.0,227.5
2026-09-01,7,ALBSL,43.86,1065.0,1110.0,1065.0,1110.0,1110.0,1083.0,13867,1084.0,15017935.6,83,26.0,45.0,2.4,4.23,2.43,1119.66,1128.09,1334.0,930.0
2026-09-01,8,ALICL,30.22,390.2,397.0,388.0,395.0,395.0,393.42,13800,393.9,5429187.9,111,1.1,9.0,0.28,2.32,0.4,446.44,453.28,505.0,381.4
2026-09-01,9,ANLB,31.38,4800.0,5450.0,4800.0,4859.0,4859.0,4890.11,1476,4944.0,7217797.2,73,-85.0,650.0,-1.72,13.54,-0.64,6029.71,6072.91,7560.0,4800.0
2026-09-01,10,APHL,26.49,655.1,680.0,651.1,678.9,678.9,667.15,3694,670.6,2464445.8,141,8.3,28.9,1.24,4.44,1.73,0.0,0.0,1053.4,299.7
2026-09-01,11,API,28.79,320.0,328.6,320.0,325.6,325.6,325.27,119139,322.2,38751793.3,403,3.4,8.6,1.06,2.69,0.1,340.81,325.43,370.0,258.8
2026-09-01,12,AVYAN,23.0,976.0,1025.0,976.0,987.1,987.1,1007.02,2521,1000.0,2538685.4,48,-12.9,49.0,-1.29,5.02,-2.02,1092.85,1048.67,1366.0,906.0
2026-09-01,13,BANDIPUR,32.59,635.0,658.0,631.0,642.0,642.0,642.76,16126,638.9,10365197.8,261,3.1,27.0,0.49,4.28,-0.12,799.91,831.17,1233.0,285.0
2026-09-01,14,BARUN,24.6,310.0,311.0,300.1,307.0,307.0,305.25,18271,309.0,5577204.1,135,-2.0,10.9,-0.65,3.63,0.57,339.94,339.82,401.5,292.1
2026-09-01,15,BBC,29.55,4000.0,4080.0,3901.0,4003.0,4003.0,4005.64,70,4000.0,280395.0,7,3.0,179.0,0.08,4.59,-0.07,4529.56,4632.1,5600.0,3825.0
2026-09-01,16,BEDC,27.8,270.0,288.0,270.0,281.9,281.9,279.61,12142,278.0,3395066.9,74,3.9,18.0,1.4,6.67,0.81,377.88,430.7,728.0,270.0
2026-09-01,17,BFC,32.94,458.9,458.9,445.3,453.0,453.0,450.42,12427,448.5,5597428.9,91,4.5,13.6,1.0,3.05,0.57,487.5,482.5,562.0,411.5
2026-09-01,18,BGWT,35.09,480.0,487.0,467.0,467.0,467.0,480.16,6554,493.0,3146976.0,67,-26.0,20.0,-5.27,4.28,-2.82,645.4,687.64,944.0,466.0
2026-09-01,19,BHCL,21.72,530.0,554.0,530.0,544.0,544.0,545.16,24956,545.0,13604947.2,257,-1.0,24.0,-0.18,4.53,-0.21,541.15,544.81,699.0,394.0
2026-09-01,20,BHDC,24.0,406.0,414.8,405.0,409.7,409.7,407.03,6911,406.0,2813004.6,64,3.7,9.8,0.91,2.42,0.65,455.26,463.81,616.0,405.0
2026-09-01,21,BHL,28.74,195.3,202.0,195.3,197.0,197.0,198.0,61438,195.3,12164487.0,275,1.7,6.7,0.87,3.43,-0.51,218.69,208.82,264.4,164.0
